IATTC Vessel number,Register Status,Vessel,Flag,Gear,Fish hold volume (m3),Confirmation date,Carrying capacity (t),Port of registration,Registration number,IMO number,Call sign,Length (m),Length type,Beam (m),Depth (m),Gross tonnage (t),Engine power (HP),Year built,Shipyard,Company name,Business Address,Previous name,Previous flag,Notes,Image available?,Last modification
14800,,Moon Dancer,Canada,Troll,23,,16,Vancouver,24958,8539124,CY8325,12.8,Length Overall,5.76,1.83,11,330,1978,,"Azulemar Fishing, Ltd.","P.O. Box 430, Coombs, BC V0R 1M0, Canada",,,   ,Yes,04 Jun 2020
15613,,Mystic Era,Canada,Troll,,,,,24893,,,,Type of Length Unknown,,,,,,,"Parma Fishing Company, Ltd.","1600 Sloan Avenue, Prince Rupert, BC V8J 2B3, Canada",,,   ,No,12 May 2014
17391,,Nafco,Canada,Troll,,,45,Vancouver,20468,,,20.29,Length Overall,5.6,2.28,69,350,1941,Marpove Boat Shipyards,,"3280 Ullsmore Avenue, Rickmond, B.C. V7C 1S1, Canada",,,   ,Yes,29 Mar 2019
14801,,Native Dawn,Canada,Troll,148,,35,Nanaimo,23749,,VG4557,17.22,Length Overall,5.18,2.13,37,240,1978,,Native Dawn Fishing Company,"9440 Dolphin Avenue, Richmond, BC V6Y 1C8, Canada",,,   ,Yes,15 Jul 2013
14904,,Natural Gift,Canada,Troll,80,,18,Vancouver,23309,,CZ5398,14.3,Length Overall,4.42,1.8,20,272,1980,,"Zena D Enterprises, Ltd.","19558 Fenton Road RR 1, Pitt Meadows, BC V3Y 1Z1, Canada",Zena D - Change to Natural Gift notified on 27 Jul 2021 (recorded on 27 Jul 2021) - Flag at time of change: Canada,,   ,Yes,27 Jul 2021
14802,,Nawanhe II,Canada,Troll,34,,5,Vancouver,27939,,,11.9,Length Overall,3.35,1.98,24,130,1951,,,"Nanaimo, BC V9X 1R3, Canada",,,   ,No,15 Jul 2013
14803,,Nawanie,Canada,Troll,42,,7,Vancouver,23665,,CFC7773,13.18,Length Overall,3.57,1.71,10,148,1972,,"Jawico Enterprises, Ltd.","5121 Holly Avenue, Port Alberni, BC V9Y 8V5, Canada",,,   ,Yes,15 Jul 2013
14804,,Nerka I,Canada,Troll,30,,12,Vancouver,22538,,VG3169,12.55,Length Overall,4,2,10,260,1978,,"Tian Enterprises, Ltd.","1985 Stewart Road, Nanoose Bay, BC V9P 9E7, Canada",,,   ,Yes,15 Jul 2013
17527,,Night Moves,Canada,Troll,6,,,Nanaimo,22362,,,10.36,Length Overall,2.74,1.22,26,90,,,,"Gen 1 Del, Bowser, B.C. V0R 1G0, Canada",,,   ,Yes,13 Jun 2019
14805,,Nina Ellen,Canada,Troll,37,,6,Nanaimo,24068,,CFL8374,12.85,Length Overall,4,2,11,125,1965,,,"P.O. Box 137, Tofino, BC V0R 2Z0, Canada",,,   ,No,15 Jul 2013
14806,,Nootka Lady,Canada,Troll,440,,14,Victoria,23462,,CZ8827,13.72,Length Overall,4.05,1.74,52,170,1977,,Teague Fishing Corporation,"2417 Recreation Road, Shawnigan Lake, BC V0K 2W2, Canada",,,   ,Yes,15 Jul 2013
14807,,Nordic Rand,Canada,Troll,68,,12,Prince Rupert,24185,,VG3024,14.9,Length Overall,4.39,1.43,17,300,1980,,V I Fishing Group Incorporated,"27 Erie Street, Victoria, BC V8V 1P8, Canada",,,   ,Yes,15 Jul 2013
14808,,Nordic Spirit,Canada,Troll,20,,20,Vancouver,23229,,CFG7630,16.15,Length Overall,5.5,2.74,34,375,1975,,"F.A.S. Seafood Producers, Ltd.","27 Erie Street, Victoria BC V8V 1P8, Canada",,,   ,Yes,15 Jul 2013
14809,,Norse Provider,Canada,Troll,65,,,Steveston,23539,,VG2089,12.5,Length Overall,,,47,145,,,"608696 B.C., Ltd.","P.O. Box 592, Queen Charlotte City, BC V0T 1S0, Canada",,,   ,No,12 May 2014
14810,,Northern Bounty,Canada,Troll,42,,7,Victoria,24555,,VG5843,13.83,Length Overall,3.7,1.43,11,118,1971,,,"Lot 18, Kyuquot, BC V0P 1J0, Canada",,,   ,Yes,15 Jul 2013
14811,,Notorious,Canada,Troll,17,,7,Prince Rupert,25459,8544002,,12.09,Length Overall,5,1.46,10,200,1974,,,"3827 Haslam Road, Port Alberni, BC V9Y 6A3, Canada",,,   ,Yes,04 Jun 2020
14812,,Ocean Aggressor,Canada,Troll,280,,41,Nanaimo,20412,,CFL4935,21.74,Length Overall,6.1,,200,340,1972,,"P.A.P. Enterprises, Ltd.","P.O. Box 244, Madeira Park, BC V0N 2H0, Canada",,,   ,Yes,15 Jul 2013
14813,,Ocean Baron,Canada,Troll,49,,20,Nanaimo,24054,,CZ7093,14.1,Length Overall,4.57,1.8,17,175,1976,,"Mattsea Fish Company, Ltd.","481 Warder Cres, Qualicum Beach, BC V9K 2A4, Canada",,,   ,Yes,15 Jul 2013
14814,,Ocean Dancer,Canada,Troll,22,,17,Nanaimo,27426,,CY2689,14.07,Length Overall,7.6,2.5,21,240,1980,,Ocean Dancer Fishing Incorporated,"2923 Quennell Road, Nanaimo, BC V9X 1K5, Canada",,,   ,Yes,12 May 2014
17403,,Ocean Derby,Canada,Troll,18,,,Vancouver,22377,,,13.36,Length Overall,3.81,1.83,15,290,1989,,,"1484 Sunrise Drive, Parksville, B.C. V9P 1X6, Canada",,,   ,Yes,15 May 2019
15619,,Ocean Explorer,Canada,Troll,800,,25,Nanaimo,29135,,CZ2069,16.33,Type of Length Unknown,4.77,2.46,29,260,1988,,"G. Malcolm Holdings, Ltd.","8-4250 Dawson Street, Burnaby, BC V5C 4B1, Canada",,,   ,Yes,12 May 2014
14815,,Ocean Fury,Canada,Troll,61,,23,Campbell River,24335,,CFN5848,16.15,Length Overall,4.39,2.35,25,220,1967,,"Roger Sewell, Ltd.","1561 Evergreen Street, Campbell River, BC V9W 3S3, Canada",,,   ,Yes,23 Apr 2012
14816,,Ocean Grace,Canada,Troll,37,,8,Victoria,23077,,CY2163,12.98,Length Overall,4,1,26,125,1975,,,"658 Kelly Road, Victoria, BC V9B 2A5, Canada",,,   ,Yes,15 Jul 2013
15313,,Ocean Invader,Canada,Troll,467,,65,Vancouver,21483,8745204,CFN6239,24.23,Type of Length Unknown,8.84,3.35,105,736,1980,,"Ellingsen Holdings, Ltd.","19898 83rd Avenue, Langley, BC V2Y 1Z2, Canada",,,   ,Yes,06 Jan 2020
18019,,Ocean Jade,Canada,Troll,28,,,Victoria,26274,,,13.99,Length Overall,4.57,1.86,29,,1977,Goldrup Shipyard,,"4613 Westridge Drive, Kelowna, BC V1W 3A7, Canada",,,   ,Yes,11 Dec 2019
14817,,Ocean Jewel,Canada,Troll,18,,8,Victoria,25729,,CZ8413,12.8,Length Overall,4,1.8,10,120,1979,,W.C. Meadows Holdings Incorporated,"6 4530 Pipeline Road, Victoria, BC V8Z 7Y6, Canada",,,   ,Yes,15 Jul 2013
18617,,Ocean King,Canada,Troll,46,,,Victoria,348609,8991310,CZ2591,28.19,Length Overall,6.71,2.77,143,735,1974,Centre Shipyard,Oban Ventures Ltd.,"P.O. Box 21013, Duncan B.C. V9L 0C2, Canada",,,   ,Yes,17 Mar 2023
14818,,Ocean Lily,Canada,Troll,13,,8,Victoria,23146,,CF2939,15.16,Length Overall,3.91,2.28,14,126,1967,,"Ocean Lily Fishing, Ltd.","Box 1167, Port Hardy, BC V0N 2P0, Canada",,,   ,Yes,15 Jul 2013
14819,,Ocean Odyssey,Canada,Troll,35,,5,Vancouver,22816,,,12.19,Length Overall,3.44,1.8,7,180,1970,,,"6295 Icarus Drive, Nanaimo, BC V9V 1B5, Canada",,,   ,No,15 Jul 2013
14820,,Ocean Park,Canada,Troll,75,,14,Vancouver,24241,,VD4400,14.3,Length Overall,4.57,1.82,19,300,1979,,"Ocean Park Seafoods, Ltd.","5776 Sooke Road E, Sooke, BC V9Z 0Z6, Canada",,,   ,No,15 Jul 2013
149,,Ocean Pearl,Canada,Troll,150,,195,Victoria,20471,7910187,CFL5494,35.66,Length Overall,9.75,4.08,268,875,1979,,"F.A.S. Seafood Producers, Ltd.","27 Erie Street, Victoria BC V8V 1P8, Canada",,,   ,Yes,06 Jan 2020
14821,,Ocean Phoenix,Canada,Troll,40,,,Comox,22558,,,13.93,Length Overall,5.64,1.83,28,180,,,"Cullen Fishing, Ltd.","2894 Smith Road, Courtenay, BC V9J 1M6, Canada",,,   ,No,12 May 2014
15300,,Ocean Princess,Canada,Troll,13,,12,Victoria,22735,,,11.13,Length Overall,4.2,1.52,15,250,1979,,Ocean Dancer Fishing Incorporated,"2923 Quennell Road, Nanaimo, BC V9X 1K5, Canada",,,   ,Yes,15 Aug 2024
14822,,Ocean Provider,Canada,Troll,112,,25,Port Alberni,23703,8558273,CZ8852,16.69,Length Overall,4.79,2.16,28,250,1978,,"Wespak Fisheries, Ltd.","10510 Asher Road, Port Alberni, BC V9Y 9A2, Canada",,,   ,Yes,06 Jan 2020
17392,,Ocean Rambler,Canada,Troll,5,,,Victoria,24334,,,11.52,Length Overall,3.72,1.46,15,,1967,"Remmem Boat Works, Ltd.",,"110 Dahl Road, Campbell River, B.C. V9W 1T3, Canada",,,   ,Yes,29 Mar 2019
15301,,Ocean Rover,Canada,Troll,,,14,Nanaimo,25956,,,15.24,Type of Length Unknown,4.51,2.74,,300,1966,,,"9290 Yellowhead Highway, Heffley Creek, BC V0E 1Z0, Canada",,,   ,Yes,15 Jul 2013
14823,,Ocean Zephyr,Canada,Troll,102,,20,Nanaimo,30552,,,15.36,Length Overall,5.18,2.07,26,230,1992,,"GLJ Fishing Company, Ltd.","3966 Marine Drive, Royston, BC V0R 2V0, Canada",,,   ,Yes,15 Jul 2013
14824,,Ocean's Edge,Canada,Troll,38,,8,New Westminster,24535,,,13.64,Length Overall,3.9,1.49,10,175,1976,,"North Delta Seafoods, Ltd.","9398 Alaska Way, Delta, BC V4C 4R8, Canada",,,   ,Yes,29 Mar 2019
18536,,Ocean's Edge II,Canada,Troll,,,,Victoria,29846,,,12.95,Length Overall,4.5,1.89,27,240,1991,,Ocean's Edge Fishing Ltd.,"24622 35 Avenue, Langley, BC V2Z1J2, Canada",,,   ,Yes,26 Oct 2021
14825,,Old Salt,Canada,Troll,1350,,,Prince Rupert,21968,,CZ5043,15.04,Length Overall,4.5,2.4,10,335,1977,,"Old Salt Fishing Company, Ltd.","12038 Osprey Court, Richmond, BC V7E 3S6, Canada",,,   ,Yes,15 Jul 2013
14827,,Optimist #1,Canada,Troll,165,,25,Nanaimo,24013,,VJ228,18.24,Length Overall,6.09,3,42,400,1980,,"De Greef Enterprises, Ltd.","11 Governors Point Road, Victoria, BC V9B 5L8, Canada",,,   ,Yes,15 Jul 2013
14828,,Orion Sea,Canada,Troll,37,,5,New Westminster,23429,8550219,,12.7,Length Overall,3.9,1.49,9,175,1974,,,"13315 Code Road, Ladysmith, BC V9G 1H7, Canada",,,   ,Yes,04 Jun 2020
17780,,Otto,Canada,Troll,1,,,Victoria,312966,,,8.6,Length Overall,3.07,,3,370,2011,"Northwest Aluminum Craft, Ltd.",,"239 Atkins Road, Victoria, BC V9B 2A9, Canada",,,   ,Yes,02 Jul 2019
14829,,Pachena No. 1,Canada,Troll,270,,55,Vancouver,20352,,VD2970,22.81,Length Overall,6.1,2.83,68,470,1977,,"Kanop Fishing Company, Ltd.","5422 Keith Road, West Vancouver, BC V7W 2N2, Canada",,,   ,Yes,15 Jul 2013
12388,,Pacific Adventure,Canada,Troll,189,,189,Nanaimo,29743,8565666,CFN4730,19.1,Length Overall,6.6,2.41,48,365,1968,,"Masada Holdings, Ltd.","77 Barlow Road, Campbell River, BC V9W 1T1, Canada",,,   ,Yes,04 Jun 2020
14830,,Pacific Angel,Canada,Troll,42,,12,Nanaimo,23534,,VY6999,12.95,Length Overall,3.9,1.52,11,300,1979,,"Free Range Fish, Ltd.","2450 Galland Road, Shawnigan Lake, BC V0R 2W0, Canada",,,   ,Yes,15 Jul 2013
15614,,Pacific Battler,Canada,Troll,,,,Vancouver,30897,,,11.84,Type of Length Unknown,4.42,2.13,,,1997,,,,,,   ,No,12 May 2014
14831,,Pacific Blue,Canada,Troll,17,,7,Vancouver,23905,8539259,VHF72,12.57,Length Overall,3.5,1.2,10,180,1978,,,"6945 Pavel Court, Brentwood Bay, BC V8M 1B2, Canada",,,   ,Yes,06 Jan 2020
14832,,Pacific Bounty,Canada,Troll,24,,9,Victoria,21905,,CFC8837,12.8,Length Overall,3.9,1.55,11,174,1981,,"W.P.S. Fishing, Ltd.","953 Meadowlark Place, Qualicum Beach, BC V9K 1M6, Canada",,,   ,Yes,15 Jul 2013
17376,,Pacific Clipper,Canada,Troll,,,,Vancouver,24488,,,12.85,Length Overall,3.66,1.75,15,110,1963,Osborne Shipyards,,,,,   ,Yes,13 Feb 2019
14833,,Pacific Concept,Canada,Troll,44,,21,Victoria,23691,,VG4412,17.22,Length Overall,5.49,2.74,37,265,1979,,Flamingo Island Holdings Incorporated,"3940 Hi Mount Drive, Victoria, BC V9C 3X9, Canada",,,   ,Yes,15 Jul 2013
15302,,Pacific Faith,Canada,Troll,,,9,Nanaimo,30770,,CFC2605,12.83,Type of Length Unknown,3.96,,11,192,1995,,,"P.O. Box 614, Tofino, BC V0R 2Z0, Canada",,,   ,Yes,15 Jul 2013
14834,,Pacific Hunter,Canada,Troll,67,,11,Victoria,23059,,CFL6137,16.98,Length Overall,4.27,1.77,22,220,1971,,"B & S Fishing, Ltd.","P.O. Box 622, Quathiaski Cove, BC V0P 1N0, Canada",,,   ,Yes,15 Jul 2013
14835,,Pacific Lad No. 1,Canada,Troll,148,,30,Nanaimo,30297,,CFL9399,15.54,Length Overall,5.49,2.74,37,275,1979,,"584368 B.C., Ltd.","70 Colwell Road, Nanaimo, BC V9X 1E4, Canada",,,   ,No,12 May 2014
14836,,Pacific Lion,Canada,Troll,55,,23,Nanaimo,29171,,,16.61,Length Overall,5.43,2.47,34,431,1987,,"Zena D Enterprises, Ltd.","19558 Fenton Road RR 1, Pitt Meadows, BC V3Y 1Z1, Canada",,,   ,Yes,15 Jul 2013
14837,,Pacific Princess,Canada,Troll,27,,16,Nanaimo,25386,,,14.33,Length Overall,4.27,2.38,10,127,1979,,"D & C Management, Ltd.","Box 74, Nanaimo, BC V9S 5R5, Canada",,,   ,Yes,15 Jul 2013
14838,,Pacific Prowler,Canada,Troll,131,,,Nanaimo,22452,,NY4336,16.61,Length Overall,,,93,435,,,,"P.O. Box 663, Ganges, BC V8K 2W3, Canada",,,   ,No,12 May 2014
15616,,Pacific Quest,Canada,Troll,,,,Nanaimo,30039C,,,11.4,Length Overall,3.6,1.87,13,250,1996,,1401888 BC Ltd.,"P.O. Box 244, 195 Esowista, Tofino, BC V0R2Z0, Canada",,,   ,Yes,30 Jul 2025
18006,,Pacific Rancher,Canada,Troll,40,,,Vancouver,25936,,,12.16,Length Overall,4.3,1.74,21,174,1974,,,"2115 Meadowlark Drive, Comox, BC V9M 3P4, Canada",,,   ,Yes,16 Sep 2019
14839,,Pacific Reward,Canada,Troll,106,,16,Nanaimo,22865,,VG4690,15.85,Length Overall,5,2.3,27,300,1979,,"Reward Fishing, Ltd.","1909 Beaufort Avenue, Comox, BC V9M 1S3, Canada",,,   ,Yes,15 Jul 2013
14840,,Pacific Rim II,Canada,Troll,24,,15,Vancouver,22813,,CY6615,14.43,Length Overall,4.57,1.8,21,174,1979,,,"530 Hooper Place, Ladysmith, BC V9G 1W5, Canada",,,   ,Yes,15 Jul 2013
14841,,Pacific Safari,Canada,Troll,111,,22,Victoria,26756,8539710,CFN5564,16.53,Length Overall,4.57,2.44,28,250,1977,,,"11156 163A Street, Surrey, BC V4N 4R8, Canada",,,   ,Yes,06 Jan 2020
14842,,Pacific Searcher,Canada,Troll,57,,,Vancouver,21280,,CZ7435,14.18,Length Overall,,,40,100,,,,"1179 53A Street, Delta, BC V4M 4E8, Canada",,,   ,No,12 May 2014
14843,,Pacific Shadow,Canada,Troll,42,,,Nanaimo,22659,,CY9096,13.64,Length Overall,,,30,127,,,,"Suite 803-888 Hamilton Street, Vancouver, BC V6B 5W4, Canada",,,   ,No,12 May 2014
17404,,Pacific Skywatch,Canada,Troll,40,,,Nanaimo,310868,8545927,,12.8,Length Overall,5.24,2.74,29,246,2004,,,"4491 Grizzly Hill Road, Armstrong, B.C. V0E 1B4, Canada",,,   ,Yes,29 Jun 2023
14844,,Pacific Spirit,Canada,Troll,42,,,Vancouver,22419,8560501,VG4317,14.47,Length Overall,4.02,1.43,11,190,1979,,"Seaview Fishing Company, Ltd.","1021 Koskimo Road, Qualicum Beach, BC V9K 2R6, Canada",,,   ,Yes,06 Jan 2020
14845,,Pacific Star,Canada,Troll,69,,11,Nanaimo,23928,8550192,CY6705,14.33,Length Overall,4,3,12,170,1968,,,"8440 Rumming Road, Lantzville, BC V0R 2R0, Canada",,,   ,Yes,04 Jun 2020
15617,,Pacific Sunrise,Canada,Troll,,,,,22717,,,,Type of Length Unknown,,,,,,,,"331-5600 Andrews Road, Richmond, BC V7E 6N1, Canada",,,   ,No,12 May 2014
14846,,Pacific Titan,Canada,Troll,105,,,Gibsons,20470,,CFG7490,16.91,Length Overall,,,75,190,,,Midstream Fisheries Corporation,"1207 Pacific Drive, Delta, BC V4M 2K2, Canada",,,   ,No,12 May 2014
14847,,Pakalot,Canada,Troll,30,,60,Port Alberni,23188,8561440,,19.96,Length Overall,5.64,2.77,61,370,1973,,"S.H.S. Marine, Ltd.","3715 Maitland Street, Port Alberni, BC V9Y 3X4, Canada",,,   ,Yes,04 Jun 2020
17375,,Pastorale,Canada,Troll,,,5,Nanaimo,29898,,,11.28,Length Overall,3.47,1.25,14,,,"Protec Fibreolabs, Ltd.","Campbell River Fishing Company, Ltd.","P.O. Box 93, Campbell River, BC V9W 4Z9, Canada",,,   ,Yes,08 Feb 2019
14849,,Pathfinder III,Canada,Troll,79,,10,Victoria,23601,,CFN4325,16.49,Length Overall,4.36,1.92,20,116,1969,,,"7245 Peden Lane, Brentwood Bay, BC V8M 1C5, Canada",,,   ,No,15 Jul 2013
14851,,Persistent,Canada,Troll,55,,15,Victoria,26610,,CZ3126,15.09,Length Overall,4,1.7,20,190,1972,,"J. Walters Enterprises, Ltd.","1067 Wooduck Place, Qualicum Beach, BC V9K 1E2, Canada",,,   ,No,15 Jul 2013
14852,,Prestige II,Canada,Troll,104,,14,Vancouver,23228,,CZ7552,15.19,Length Overall,4.33,2.33,26,153,1970,,"Gray Seas Fishing, Ltd.","P.O. Box 1311, Port McNeill, BC V0N 2R0, Canada",,,   ,Yes,15 Jul 2013
14853,,Prince Of Denmark,Canada,Troll,1000,,14,Vancouver,23263,,CY5598,14.92,Length Overall,4.54,2.07,24,165,1974,,"Old Spice Fishing Company, Ltd.","2892 Oak Street, Chemainus, BC V0R 1K0, Canada",,,   ,Yes,15 Jul 2013
14855,,Quashala,Canada,Troll,36,,20,Nanaimo,30788,,CZ8201,18.59,Length Overall,4.88,2.44,29,350,1944,,,"12224 85A Avenue, Surrey, BC V3W 3H6, Canada",,,   ,Yes,15 Jul 2013
14856,,Quatsino Star,Canada,Troll,20,,15,Nanaimo,26036,,CFG7625,15.18,Length Overall,4.15,1.77,18,144,1966,,"Quatsino Enterprises, Ltd.","P.O. Box 1738, Port Hardy, BC V0N 2P0, Canada",,,   ,Yes,15 Jul 2013
18436,,Racer X,Canada,Troll,3,,,Nanaimo,312070,,,8.71,Length Overall,4.01,1.09,6,450,2011,"Northwest Aluminum Craft, Ltd.","Howe Sound Seafood Products, Inc.","101-1550 Mariner Walk, Vancouver, BC V6J 4X4, Canada",,,   ,Yes,25 Aug 2021
14857,,Rainbow Isle,Canada,Troll,30,,10,Vancouver,24153,8561098,VG8836,14.32,Length Overall,3.51,1.37,11,90,1968,,,"11585 212 Street, Maple Ridge, BC V2X 4Z6, Canada",,,   ,Yes,04 Jun 2020
147,,Red Sky I,Canada,Troll,80,,60,Vancouver,30632,5208762,VG2302,28.21,Length Overall,7,4,85,500,1962,,Red Rooster Fishing Company Incorporated,"5921 Ralston Drive, Nanaimo, BC V9T 5X2, Canada",,,   ,Yes,06 Jan 2020
14858,,Redeemer,Canada,Troll,226,,30,Victoria,30767,,VY8423,19.81,Length Overall,6.9,2.33,57,425,1978,,"B & B Fishing, Ltd.","719 - 425 Simcoe Street, Victoria, BC V8V 4T3, Canada",,,   ,Yes,15 Jul 2013
14859,,Regal Venture,Canada,Troll,72,,9,Victoria,23833,,VG6663,14.63,Length Overall,4.05,1.74,18,170,1977,,"Two Sisters Fishing Company, Ltd.","11878 272 Street, Maple Ridge, BC V2W 1Y9, Canada",,,   ,Yes,15 Jul 2013
14860,,Rennel Sound,Canada,Troll,74,,,Comox,25649,,CFL5151,15.14,Length Overall,4.17,2.44,53,170,,,Stellar Seafood Incorporated,"498 Hirst Avenue, Parksville, BC V9P 1J2, Canada",,,   ,No,12 May 2014
14861,,Rileda,Canada,Troll,81,,10,Victoria,20680,,VG7706,15.37,Length Overall,4.54,1.77,20,220,1978,,"Dirjan Enterprises, Ltd.","436 Constance Avenue, Victoria, BC V9A 6N3, Canada",,,   ,Yes,15 Jul 2013
14862,,Robust,Canada,Troll,20,,8,Vancouver,22043,,CFC5691,13.34,Length Overall,3.96,1.8,16,180,1966,,"Kennedy Lake Fishing Company, Ltd.","P.O. Box 599, Ucluelet, BC V0R 3A0, Canada",,,   ,Yes,15 Jul 2013
17372,,Royal Lancer,Canada,Troll,28,,,Vancouver,30016,,,12,Length Overall,6.7,1.8,15,340,1991,,Silverado Fishing Incorporated,"5-3965 Yosohuk Road, Powell River, BC V8A0P8, Canada",,,   ,Yes,08 Feb 2019
14863,,Royal Spirit,Canada,Troll,127,,18,Victoria,29227,,VB3792,15.85,Length Overall,4.88,2.62,32,250,1987,,"Moon Dancer Fishing Company, Ltd.","2425 Edwards Road, Nanoose Bay, BC V9P 9A5, Canada",,,   ,Yes,15 Jul 2013
14864,,Sable Mist,Canada,Troll,89,,14,Vancouver,30926,,CZ4713,13.41,Length Overall,4.57,1.8,23,210,1974,,"Shepheard Fishing, Ltd.","2850 Peters Road, Qualicum Beach, BC V9K 1V1, Canada",,,   ,Yes,15 Jul 2013
14866,,Sandra M,Canada,Troll,34,,5,Vancouver,22470,,,12.11,Length Overall,3.87,1.49,10,225,1966,,,"5610 Norasea Road, Nanaimo, BC V9V 1G4, Canada",,,   ,Yes,15 Jul 2013
14867,,Sans Peur,Canada,Troll,139,,,Vancouver,25215,,,16.64,Length Overall,5.7,2.3,,350,1967,,"P C Fishing, Ltd.","2894 Smith Road, Courtenay, BC V9J 1M6, Canada",,,   ,Yes,15 Jul 2013
14868,,Sapphire Sky,Canada,Troll,13,,9,Vancouver,29678,,,14.29,Length Overall,4.27,2.44,28,260,1995,,"The Pender Harbour Fishing Company, Ltd.","4540 Frances Peninsula Road, Madeira Park, BC V0N 2H1, Canada",,,   ,Yes,23 Apr 2012
15618,,Sarah C,Canada,Troll,,,8,,29056,,,12.49,Type of Length Unknown,3.3,2,,185,1988,,"Cootes Fishing Company, Ltd.","7100 Harper Road, Lantzville, BC V0R 2H0, Canada",,,   ,No,12 May 2014
14869,,Savoy,Canada,Troll,41,,,Steveston,23695,,CFC9357,12.95,Length Overall,,,29,250,,,,"1054 Spar Drive, Coquitlam, BC V3H 3G8, Canada",,,   ,No,12 May 2014
15303,,Sea Hunter,Canada,Troll,,,9,Nanaimo,22123,,,12.75,Type of Length Unknown,3.96,2.13,,,1967,,"Brandback Holdings, Ltd.","1931 Grimes Place, Nanaimo, BC V9X 1G9, Canada",,,   ,No,15 Jul 2013
14870,,Sea Ranger,Canada,Troll,42,,10,Vancouver,25307,8563759,CFC7560,13.87,Length Overall,3.51,1.49,10,125,1947,,"Busby Enterprises, Ltd.","815 Linden Avenue Suite 1, Victoria, BC V8V 4G8, Canada",,,   ,Yes,04 Jun 2020
14871,,Sea Trek II,Canada,Troll,59,,9,Victoria,23111,,CZ8808,12.5,Length Overall,,1.74,15,114,,,,"5180 Heaslip Street, Port Alberni, BC V9Y 6Z9, Canada",,,   ,Yes,15 Jul 2013
19301,,Seabeam,Canada,Troll,76,,,Victoria,24923,,,14.11,Length Overall,4.05,1.8,23,145,1945,Gilford Shipyards Ltd.,,"11036 Lakeshore Road, Port Alberni, British Columbia V9Y 9A8, Canada",,,   ,Yes,04 Jun 2025
15304,,Sea-Esta IV,Canada,Troll,13,,7,Nanaimo,26207,,CFG7774,12.8,Type of Length Unknown,3.51,1.83,29,,1976,,"Shack Island Fishing, Ltd.","3804 Hammond Bay Road, Nanaimo, BC V9T 1G3, Canada",,,   ,Yes,15 Jul 2013
17373,,September Isle,Canada,Troll,,,11,Delta,22977,,,11.09,Length Overall,3.47,1.25,15,90,1974,,,"1691 Meadowbrook Drive, Cambell River, BC V9W 7E7, Canada",,,   ,Yes,08 Feb 2019
14875,,Shirley Barbara II,Canada,Troll,12,,5,Nanaimo,24644,,CFL4490,12.14,Length Overall,3.35,1.31,10,192,1969,,,"7672 Pacific Rim Highway, Port Alberni, BC V9Y 8Y5, Canada",,,   ,Yes,15 Jul 2013
14876,,Shirley Evelyn,Canada,Troll,42,,10,Victoria,25761,,CFG7251,13.48,Length Overall,3.9,1.52,11,220,1978,,"Remmem Fishing, Ltd.","11155 92A Avenue, Delta, BC V4C 3L9, Canada",,,   ,Yes,15 Jul 2013
15305,,Shodan,Canada,Troll,,,10,Victoria,24857,,CZ8980,16.56,Type of Length Unknown,3.8,1.55,21,180,1978,,,"Box 55, Biggar, SK S0K 0M0, Canada",,,   ,Yes,15 Jul 2013
15306,,Silver Quest,Canada,Troll,50,,15,Prince Rupert,25128,,,16.61,Type of Length Unknown,4.63,1.71,26,140,1974,,"Marnie Fisheries, Ltd.","4652 Montrose Drive, Courtenay, BC V9N 9S8, Canada",,,   ,No,15 Jul 2013
14878,,Skil-Jada,Canada,Troll,24,,8,Vancouver,20858,,,12.88,Length Overall,3.8,2.5,28,180,1978,,"White Cap Fishing Company, Ltd.","2659 5th Avenue, Port Alberni, BC V9Y 2G2, Canada",,,   ,Yes,15 Jul 2013
17401,,Smoke Notch,Canada,Troll,5,,,Vancouver,29813,,,8.53,Length Overall,3.44,1.31,11,370,1990,,"Holiday Fishing Company, Ltd.","P.O. Box 513, Campbell River, BC V9W 5C1, Canada",,,   ,Yes,02 May 2019
15307,,Solita,Canada,Troll,,,7,Vancouver,26228,,CFC5107,12.75,Type of Length Unknown,3.78,2,10,127,1980,,"Sila Fishing, Ltd.","1308 Blaine Drive, Burnaby, BC V5A 2L6, Canada",,,   ,No,15 Jul 2013
14879,,Southwind IV,Canada,Troll,23,,8,Vancouver,23710,,VG3869,12.6,Length Overall,3.47,2.04,28,150,1980,,"Da Mar Fishing, Ltd.","P.O. Box 8, Clinton, BC V0K 1K0, Canada",,,   ,Yes,15 Jul 2013
14880,,Spring Bandit,Canada,Troll,125,,5,Vancouver,29657,,,11.23,Length Overall,4.5,1.2,10,350,1990,,,"7799A Beaver Creek Road, Port Alberni, BC V9Y 8M9, Canada",,,   ,Yes,15 Jul 2013
14881,,Spring Fever No. 1,Canada,Troll,42,,,Vancouver,26832,,CFG7401,14.68,Length Overall,4.02,1.43,11,174,1979,,,"6409 Dumfries Street, Vancouver, BC V5P 3B5, Canada",,,   ,Yes,01 Jul 2015
14882,,Star,Canada,Troll,15,,,Victoria,21834,,CZ7154,16.7,Length Overall,5.21,1.83,22,200,1980,,,"1286 Whitepine Place, Coquitlam, BC V3B 6Y6, Canada",,,   ,Yes,15 Jul 2013
