"CCSBT Registration Number","Vessel Group","Vessel Name","Previous Vessel Name",Flag,"Authorising Entity",Callsign,"Vessel Registration Number",IMO,Tonnage,"Vessel Type","Gear Type",Length,"Length Type","Owner Name","Owner Address","Owner Country","Operator Name","Operator Address","Operator Country","Onboard Freezing Capacity","Authorisation Start Date","Authorisation End Date"
FV6941,Fishing,INTREPID,"JAN DE WIT","South Africa","South Africa",ZS9187,12117,8608212,161.04,Longline,LL,28.8,LOA,"MAXIMUS FISHING (PTY) LTD","30 STRELITZIA STREET, GORDONS BAY, 7140","South Africa","MAXIMUS FISHING (PTY) LTD","30 STRELITZIA STREET, GORDONS BAY, 7140","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV6523,Fishing,ARMANDO,,"South Africa","South Africa",ZR2848,10213,,,"Bait boat",BB,16.59,LOA,"FERRO FISHING (PTY) LTD","15 LUDLOW ROAD, VREDEHOEK","South Africa","FERRO FISHING (PTY) LTD","15 LUDLOW ROAD, VREDEHOEK","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV6629,Fishing,"SOUTH WEST CONDOR",,"South Africa","South Africa",ZR4411,351821,8334914,,"Bait boat",BB,22.76,LOA,"SOUTH WEST CONDOR VESSEL COMPANY (PTY ) LTD","LOT 21, HARBOUR AREA, GANSBAAI, 7220","South Africa","AMAQOBELA FISHING","HARBOUR AREA, GANSBAAI","South Africa",Yes,"01 Mar 2025","28 Feb 2026"
FV6371,Fishing,"WESTERN EXPLORER",,"South Africa","South Africa",ZR7312,6371,,,"Bait boat",BB,13.8,LOA,"VALLEY RIVER TRADING 271 CC","4 RAAPKRAAL ROAD KIRSTENHOF 7945","South Africa","VALLEY RIVER TRADING 271 CC","4 RAAPKRAAL ROAD KIRSTENHOF 7945","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV8000,Fishing,"ABE SHAPIRO",,"South Africa","South Africa",ZR5612,350158,,,"Bait boat",BB,19.56,LOA,"SOLIPROPS 1083","27 PRESIDENT SWART STREET, PANORAMA","South Africa","JOENARDO FISHING","27 PRESIDENT SWART STREET, PANORAMA","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV8001,Fishing,PREDATOR,,"South Africa","South Africa",ZR4030,10412,,,"Bait boat",BB,17.12,LOA,"RED HAWK FISHING","8 MILKWOOD CRESCENT, SANDDOWN ESTATE, BIG BAY","South Africa","RED HAWK FISHING","8 MILKWOOD CRESCENT, SANDDOWN ESTATE, BIG BAY","South Africa",Yes,"01 Mar 2025","28 Feb 2026"
FV8002,Fishing,SAILFISH,,"South Africa","South Africa",ZR2170,350510,,,"Bait boat",BB,18.36,LOA,"JOVILLE FISHING","1 KLEINBOSCH CRESCENT, KLEINBOSCH","South Africa","JOVILLE FISHING","1 KLEINBOSCH CRESCENT, KLEINBOSCH","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV6543,Fishing,WINDHOEK,,"South Africa","South Africa",ZR2086,350020,,,"Bait boat",BB,19.35,LOA,"WINDHOEK FISHING (PTY) LTD","130 WALLACE STREET, GOODWOOD","South Africa","WINDHOEK FISHING (PTY) LTD","130 WALLACE STREET, GOODWOOD","South Africa",Yes,"01 Mar 2025","28 Feb 2026"
FV8003,Fishing,"OCEANA TOPAZ",,"South Africa","South Africa",ZR2112,350533,,,"Bait boat",BB,19.69,LOA,"DOUGLAS H FISHING","130 WALLACE STREET, GOODWOOD","South Africa","DOUGLAS H FISHING","130 WALLACE STREET, GOODWOOD","South Africa",Yes,"01 Mar 2025","28 Feb 2026"
FV6432,Fishing,"SOUTH WEST PETREL",,"South Africa","South Africa",ZR9002,351711,,,"Bait boat",BB,15,LOA,"AGOTON FISHING (PTY) LTD","121B ROODEBLOEM ROAD, UNIVERSITY ESTATE","South Africa","AGOTON FISHING (PTY) LTD","121B ROODEBLOEM ROAD, UNIVERSITY ESTATE","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV7994,Fishing,AMALIA,,"South Africa","South Africa",ZS6140,12112,,,"Bait boat",BB,13.97,LOA,"THETHYS SOUTH AFRICA (PTY) LTD","31 GEMINI STREET, BRACKENFELL","South Africa","THETHYS SOUTH AFRICA (PTY) LTD","31 GEMINI STREET, BRACKENFELL","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV7995,Fishing,ALLISON,,"South Africa","South Africa",ZR2883,10301,,,"Bait boat",BB,21.02,LOA,"FLOR D MAR FISHING ENTERPRISES CC","64 UPPER CAMBRIDGE ROAD, WALMER ESTATE","South Africa","FLOR D MAR FISHING ENTERPRISES CC","64 UPPER CAMBRIDGE ROAD, WALMER ESTATE","South Africa",Yes,"01 Mar 2025","28 Feb 2026"
FV7996,Fishing,"CHRIS TRAUTMAN",,"South Africa","South Africa",ZS8592,351741,,,"Bait boat",BB,16.45,LOA,"MFV CHRIS TRAUTMAN FISHING (PTY) LTD","108 BALFOUR STREET, WOODSTOCK","South Africa","BREAK POINT TRADING 117 CC","108 BALFOUR STREET, WOODSTOCK","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV6372,Fishing,OREGON,,"South Africa","South Africa",ZR6988,6372,,,"Bait boat",BB,13.8,LOA,"VALLEY RIVER TRADING 271 CC","4 RAAPKRAAL ROAD KIRSTENHOF 7945","South Africa","VALLEY RIVER TRADING 271 CC","4 RAAPKRAAL ROAD KIRSTENHOF 7945","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV7997,Fishing,DJANGO,,"South Africa","South Africa",ZR2278,12413,,,"Bait boat",BB,16.5,LOA,"SOUTHERN ALLIANCE FISHING","6 BOSWELL STREET, NORTH END, GQEBERHA","South Africa","THALASSA INVESTMENTS (PTY) LTD","23 ST JOHNS ESTATE HIGGO CRESCENT, HIGGOVALE","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV7998,Fishing,SHAYA,,"South Africa","South Africa",ZS8371,10412,,,"Bait boat",BB,14.1,LOA,"SOUTHERN SEAS FISHING (PTY) LTD","18 BEETHOVEN AVENUE, WALMER HIGHTS, GQEBERHA","South Africa","MASOMELELE FISHING (PTY) LTD","23 ST JOHNS ESTATE HIGGO CRESCENT, HIGGOVALE","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV7999,Fishing,TOMREN,,"South Africa","South Africa",ZR4442,350074,,,"Bait boat",BB,14.77,LOA,"TOMREN CTA 427 FISHING NO. 1 CC","KEISERGRACHT STREET, BOTHASIG","South Africa","SEVLAC INVESTMENTS 107 107 CC","43 GENERAL JAAP VAN DE VENTER STREET","South Africa",No,"01 Mar 2025","28 Feb 2026"
FV6363,Fishing,KU-ULA,,"South Africa","South Africa",ZR9514,11303,,,"Bait boat",BB,13.85,LOA,"TRADE FACTOR FIFTEEN (PTY) LTD","12 PEDDIE ROAD, MILNERTON, CAPE TOWN","South Africa","TRADE FACTOR FIFTEEN (PTY) LTD","12 PEDDIE ROAD, MILNERTON, CAPE TOWN","South Africa",,"01 Mar 2025","28 Feb 2026"
FV7993,Fishing,"BLUE DOLPHIN",,"South Africa","South Africa",ZU2294,350529,,,"Bait boat",BB,21.61,LOA,"MJM CASULA FISHING","49 BLYTHWOOD DRIVE, PLATTEKLOOF, CAPE TOWN","South Africa","MJM CASULA FISHING","49 BLYTHWOOD DRIVE, PLATTEKLOOF, CAPE TOWN","South Africa",Yes,"01 Mar 2025","28 Feb 2026"
FV7992,Fishing,"SOUTH WEST SEAHAWK",,"South Africa","South Africa",ZR9684,351717,,,"Bait boat",BB,17.48,LOA,"LADY OF THE WATERS 13 CC","794 FLENSBORG DRIVE  COUNTRY ESTATE, LANGEBAAN","South Africa","LADY OF THE WATERS 13 CC","794 FLENSBORG DRIVE  COUNTRY ESTATE, LANGEBAAN","South Africa",Yes,"01 Mar 2025","28 Feb 2026"
FV7991,Fishing,INCOLA,,Australia,Australia,,455441,,2.00,Handline,HAND,5.8,LOA,"GAVIN M FLINT","39 STEPHEN STREET, ALBANY WA 6330",Australia,"GAVIN M FLINT","39 STEPHEN STREET, ALBANY WA 6330",Australia,No,"20 Mar 2025","30 Nov 2025"
FV364,Fishing,"RYOYOSHI MARU No.1",,Japan,Japan,7KKJ,MG1-2123,9918509,487.00,Longline,LL,49.99,REG,"KABUSHIKI KAISHA, KANEDAI","1-100, KAWAGUCHI-CHO, KESENNUMA-SHI, MIYAGI-KEN",Japan,"KABUSHIKI KAISHA, KANEDAI","1-100, KAWAGUCHI-CHO, KESENNUMA-SHI, MIYAGI-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV666,Fishing,"WAKASHIO MARU No. 118",,Japan,Japan,JDXC,KG1-305,9167772,499.00,Longline,LL,54.8,REG,"MARUWAKA SUISAN KABUSHIKI KAISHA","92 NISHIHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"MARUWAKA SUISAN KABUSHIKI KAISHA","92 NISHIHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV681,Fishing,"MATSUEI MARU No. 28",,Japan,Japan,JDYA,KG1-28,9185724,439.00,Longline,LL,50.97,REG,"SHIMABIRA DAIICHI GYOGYO SEISAN KUMIAI","632 HIGASHISHIMABIRA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"SHIMABIRA DAIICHI GYOGYO SEISAN KUMIAI","632 HIGASHISHIMABIRA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV664,Fishing,"WAKASHIO MARU No. 128",,Japan,Japan,JGAY,KG1-128,9314131,439.00,Longline,LL,49.99,REG,"MARUWAKA SUISAN KABUSHIKI KAISHA","92 NISHIHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"MARUWAKA SUISAN KABUSHIKI KAISHA","92 NISHIHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV686,Fishing,"MATSUEI MARU No. 3",,Japan,Japan,JNQB,KG1-303,9020792,409.00,Longline,LL,49.32,REG,"SHIMABIRA DAIICHI GYOGYO SEISAN KUMIAI","632 HIGASHISHIMABIRA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"SHIMABIRA DAIICHI GYOGYO SEISAN KUMIAI","632 HIGASHISHIMABIRA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV699,Fishing,"WAKASHIO MARU No. 108",,Japan,Japan,JDWA,KG1-808,9135107,499.00,Longline,LL,54.8,REG,"WAKASHIO SUISAN KABUSHIKI KAISHA","237 MOTOHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"WAKASHIO SUISAN KABUSHIKI KAISHA","237 MOTOHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV701,Fishing,"WAKASHIO MARU No. 8",,Japan,Japan,JFRV,KG1-777,9206176,499.00,Longline,LL,54.8,REG,"WAKASHIO SUISAN KABUSHIKI KAISHA","237 MOTOHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"WAKASHIO SUISAN KABUSHIKI KAISHA","237 MOTOHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV644,Fishing,"CHIHO MARU No. 18",,Japan,Japan,JPWO,KG1-108,9291482,439.00,Longline,LL,49.99,REG,"KABUSHIKIKAISHA USHIO","119 NISHIHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"KABUSHIKIKAISHA USHIO","119 NISHIHAMA-CHO, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV564,Fishing,"CHOKYU MARU No.68","HABOMAI MARU No.21",Japan,Japan,7LQK,KO1-856,8809218,408.00,Longline,LL,48.19,REG,"YUGENKAISHA CHOKYU","2-3-2-603, MINAMIHARIMAYA-CHO, KOCHI-SHI, KOCHI",Japan,"YUGENKAISHA CHOKYU","2-3-2-603, MINAMIHARIMAYA-CHO, KOCHI-SHI, KOCHI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV7833,Fishing,"FUKURYU MARU No. 21",,Japan,Japan,7KOI,SO1-1821,9987548,409.00,Longline,LL,50.59,REG,"FUKURYU GYOGYO CO. LTD.","1-12-5 HONMACHI, YAIZU-SHI, SHIZUOKA",Japan,"FUKURYU GYOGYO CO. LTD.","1-12-5 HONMACHI, YAIZU-SHI, SHIZUOKA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV505,Fishing,"FUKUKYU MARU No. 7",,Japan,Japan,JIRA,SO1-1068,8915005,409.00,Longline,LL,49.9,REG,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV605,Fishing,"TAIWA MARU No. 8",,Japan,Japan,JNJY,KO1-998,9185384,379.00,Longline,LL,49.2,REG,"KABUSHIKI KAISHA TAIWA","869 USA, USA-CHO, TOSA-SHI, KOCHI",Japan,"KABUSHIKI KAISHA TAIWA","869 USA, USA-CHO, TOSA-SHI, KOCHI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV6076,Fishing,"FUKUSEKI MARU No. 1",,Japan,Japan,7JQH,SO1-1285,9700093,398.00,Longline,LL,49.3,REG,"FUKUWASUISAN KABUSHIKI KAISHA","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,"FUKUWASUISAN KABUSHIKI KAISHA","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV698,Fishing,"KINEI MARU No.135","SANEI MARU No.51",Japan,Japan,JGCF,IT1-616,9311921,439.00,Longline,LL,49.52,REG,"KOYO SUISAN CO., LTD.","3-11-2, HAMA-CHO, KAMAISHI-SHI, IWATE-KEN",Japan,"KOYO SUISAN CO., LTD.","3-11-2, HAMA-CHO, KAMAISHI-SHI, IWATE-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV639,Fishing,"KOEI MARU No. 1",,Japan,Japan,JIQG,KG1-1,9258064,451.00,Longline,LL,49.3,REG,"KANZAKI SUISAN KABUSHIKI KAISHA","14 MINATO-MACHI, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"KANZAKI SUISAN KABUSHIKI KAISHA","14 MINATO-MACHI, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV568,Fishing,"CHOKYU MARU No.8",,Japan,Japan,JFPG,KO1-865,9141170,499.00,Longline,LL,56.05,REG,"KABUSHIKI KAISHA CHOKYU","14-2, UKITSU, MUROTO-SHI, KOCHI",Japan,"KABUSHIKI KAISHA CHOKYU","14-2, UKITSU, MUROTO-SHI, KOCHI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV636,Fishing,"MATSUFUKU MARU No. 18","FUKU MARU No. 72",Japan,Japan,JDPC,KG1-318,9201097,435.00,Longline,LL,49.6,REG,"KUSHIKINO MAGURO KABUSHIKI KAISHA","116, MINATOMACHI, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"KUSHIKINO MAGURO KABUSHIKI KAISHA","116, MINATOMACHI, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV536,Fishing,"TAIYO MARU No.88","Fukuju Maru No. 75",Japan,Japan,JIVV,KG1-88,9036703,462.00,Longline,LL,50.59,REG,"KUSHIKINO MAGURO KABUSHIKI KAISHA","116, MINATOMACHI, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,"KUSHIKINO MAGURO KABUSHIKI KAISHA","116, MINATOMACHI, ICHIKIKUSHIKINO-SHI, KAGOSHIMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV532,Fishing,"TAIYO MARU No. 38",,Japan,Japan,JEKL,SO1-1166,9146754,408.00,Longline,LL,49.3,REG,"MIHO MAGURO GYOGYO KABUSHIKI KAISHA","3533-1, MIHO SHIMIZU-KU, SHIZUOKA-SHI, SHIZUOKA",Japan,"MIHO MAGURO GYOGYO KABUSHIKI KAISHA","3533-1, MIHO SHIMIZU-KU, SHIZUOKA-SHI, SHIZUOKA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV382,Fishing,"TAIYO MARU No.58","FUKUTOKU MARU No.8",Japan,Japan,JRII,SO1-1278,8921119,379.00,Longline,LL,48.4,REG,"MIHO MAGURO GYOGYO KABUSHIKI KAISHA","3533-1, MIHO SHIMIZU-KU, SHIZUOKA-SHI, SHIZUOKA",Japan,"MIHO MAGURO GYOGYO KABUSHIKI KAISHA","3533-1, MIHO SHIMIZU-KU, SHIZUOKA-SHI, SHIZUOKA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV506,Fishing,"FUKUKYU MARU No. 51",,Japan,Japan,JEDU,SO1-1135,9083603,439.00,Longline,LL,51.2,REG,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV516,Fishing,"FUKUSEKI MARU No. 15",,Japan,Japan,JETU,SO1-1191,9238923,439.00,Longline,LL,49.99,REG,"KABUSHIKI KAISHA FUKUSEKIMARU","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,"KABUSHIKI KAISHA FUKUSEKIMARU","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV515,Fishing,"TOYOKUNI MARU No. 31","FUKUSEKI MARU No. 31",Japan,Japan,JEFR,SO1-1155,9119050,441.00,Longline,LL,49.39,REG,"TOYOKUNIMARU GYOGYO SEISAN KUMIAI","2-8, ISHIZUMINATO-CHO, YAIZU-SHI, SHIZUOKA-KEN",Japan,"TOYOKUNIMARU GYOGYO SEISAN KUMIAI","2-8, ISHIZUMINATO-CHO, YAIZU-SHI, SHIZUOKA-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV6672,Fishing,"FUKUKYU MARU No. 88",,Japan,Japan,7KIV,SO1-1888,9926178,499.00,Longline,LL,50.59,REG,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,"YAIZU TUNA FISHERY Co., Ltd. and one other","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV521,Fishing,"FUKUSEKI MARU No. 35","MATSUFUKU MARU No. 88",Japan,Japan,JPUU,SO1-1258,9279941,439.00,Longline,LL,49.99,REG,"KABUSHIKI KAISHA FUKUSEKIMARU","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,"KABUSHIKI KAISHA FUKUSEKIMARU","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV284,Fishing,"FUKUKYU MARU No. 8","RYOAN MARU No. 8",Japan,Japan,JPVN,SO1-1256,9083598,424.00,Longline,LL,49.9,REG,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV507,Fishing,"FUKUKYU MARU No. 38",,Japan,Japan,JIZW,SO1-1101,9042738,409.00,Longline,LL,49.9,REG,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV6657,Fishing,"HOSHIN MARU No.81","HOSHIN MARU No.58",Japan,Japan,7KHG,TY1-230,9907287,459.00,Longline,LL,49.99,REG,"IKEDA SUISAN CO LTD.","370 ASHIZAKI, NYUZEN-MACHI, SHIMONIKAWA-GUN, TOYAMA",Japan,"IKEDA SUISAN CO LTD.","370 ASHIZAKI, NYUZEN-MACHI, SHIMONIKAWA-GUN, TOYAMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV478,Fishing,"HOSHIN MARU No.62",,Japan,Japan,JJCT,TY1-135,9011351,409.00,Longline,LL,49.32,REG,"IKEDA SUISAN CO LTD.","370 ASHIZAKI, NYUZEN-MACHI, SHIMONIKAWA-GUN, TOYAMA",Japan,"IKEDA SUISAN CO LTD.","370 ASHIZAKI, NYUZEN-MACHI, SHIMONIKAWA-GUN, TOYAMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV517,Fishing,"FUKUSEKI MARU No.27",,Japan,Japan,7KIF,SO1-1380,9918494,447.00,Longline,LL,49.99,REG,"KABUSHIKI KAISHA FUKUSEKIMARU","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,"KABUSHIKI KAISHA FUKUSEKIMARU","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV299,Fishing,"FUKUSEKI MARU No. 3","KAIGATA MARU No.61",Japan,Japan,JCND,SO1-1234,9250646,439.00,Longline,LL,49.99,REG,"KABUSHIKI KAISHA FUKUSEKIMARU","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,"KABUSHIKI KAISHA FUKUSEKIMARU","3-6-22, NAKAMINATO, YAIZU-SHI, SHIZUOKA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV476,Fishing,"YAHATA MARU No.68","Housei Maru No. 68",Japan,Japan,JQCA,MG1-2085,9020754,409.00,Longline,LL,49.99,REG,"KABUSHIKIKAISHA YAHATA SUISAN","156, SHIBITACHI, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,"KABUSHIKIKAISHA YAHATA SUISAN","156, SHIBITACHI, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV529,Fishing,"KOTOSHIRO MARU No. 58",,Japan,Japan,7KKT,SO1-1858,9942782,499.00,Longline,LL,50.59,REG,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,"YAIZU TUNA FISHERY CO., LTD","1-5-28, HON-MACHI, YAIZU-SHI, SHIZUOKA-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV6517,Fishing,"HOSHIN MARU No.35",,Japan,Japan,7JNT,TY1-210,9659050,199.00,Longline,LL,38.58,REG,"HOSHIN MARU FISHERY PRODUCTS ASSOCIATION","370, ASHIZAKI, NYUZEN-MACHI, SHIMONIIKAWA-GUN, TOYAMA",Japan,"HOSHIN MARU FISHERY PRODUCTS ASSOCIATION","370, ASHIZAKI, NYUZEN-MACHI, SHIMONIIKAWA-GUN, TOYAMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV6077,Fishing,"HOSHIN MARU No.78",,Japan,Japan,7JQB,TY1-220,9690303,439.00,Longline,LL,49.99,REG,"IKEDA SUISAN CO LTD.","370 ASHIZAKI, NYUZEN-MACHI, SHIMONIKAWA-GUN, TOYAMA",Japan,"IKEDA SUISAN CO LTD.","370 ASHIZAKI, NYUZEN-MACHI, SHIMONIKAWA-GUN, TOYAMA",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV6656,Fishing,"FUKUYO MARU No.5","FUKUYO MARU No.68",Japan,Japan,7KIK,MG1-2118,9918389,497.00,Longline,LL,50.59,REG,"FUKUYO SUISAN KABUSIKI KAISHA","5-2 UOICHIBAMAE, KESENNUMA-SHI, MIYAGI-KEN",Japan,"FUKUYO SUISAN COMPANY, LTD.","5-2 UOICHIBAMAE, KESENNUMA-SHI, MIYAGI-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV6442,Fishing,"MYOJIN MARU No. 8","FUKUJYU MARU No. 67",Japan,Japan,7JYS,MG1-2088,9810771,479.00,Longline,LL,50.59,REG,"SUZUKO GYOGYO KABUSHIKI KAISHA","6-1, KOGANE, ONAGAWA-CHO,OSHIKA-GUN, MIYAGI",Japan,"SUZUKO GYOGYO KABUSHIKI KAISHA","6-1, KOGANE, ONAGAWA-CHO,OSHIKA-GUN, MIYAGI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV6655,Fishing,"FUKUYO MARU No.7",,Japan,Japan,7JPQ,MG1-2072,9689859,436.00,Longline,LL,50.59,REG,"FUKUYO SUISAN KABUSIKI KAISHA","5-2 UOICHIBAMAE, KESENNUMA-SHI, MIYAGI-KEN",Japan,"FUKUYO SUISAN KABUSIKI KAISHA","5-2 UOICHIBAMAE, KESENNUMA-SHI, MIYAGI-KEN",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV387,Fishing,"FUKUTOKU MARU No. 37",,Japan,Japan,JQPE,MG1-1880,9066904,379.00,Longline,LL,49.2,REG,"FUKUTOKU GYOGYO CO. LTD.","198-5 KAMIKOSABA, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,"FUKUTOKU GYOGYO CO. LTD.","198-5 KAMIKOSABA, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV7990,Fishing,"MYOJIN MARU No. 3",,Japan,Japan,7KQK,MG1-2129,1075363,497.00,Longline,LL,52,REG,"SUZUKO GYOGYO KABUSHIKI KAISHA","6-1, KOGANE, ONAGAWA-CHO,OSHIKA-GUN, MIYAGI",Japan,"SUZUKO GYOGYO KABUSHIKI KAISHA","6-1, KOGANE, ONAGAWA-CHO,OSHIKA-GUN, MIYAGI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV391,Fishing,"YAHATA MARU No.5",,Japan,Japan,7JMJ,"MG1- 2062",9658549,439.00,Longline,LL,49.99,REG,"KABUSHIKIKAISHA YAHATA SUISAN","156, SHIBITACHI, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,"KABUSHIKIKAISHA YAHATA SUISAN","156, SHIBITACHI, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV5871,Fishing,"FUKUTOKU MARU No.88",,Japan,Japan,7JNP,MG1-2066,9671711,398.00,Longline,LL,49.3,REG,"FUKUTOKU GYOGYO CO. LTD.","198-5 KAMIKOSABA, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,"FUKUTOKU GYOGYO CO. LTD.","198-5 KAMIKOSABA, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
FV386,Fishing,"FUKUTOKU MARU No. 38",,Japan,Japan,JBSX,MG1-1938,9185360,379.00,Longline,LL,49.2,REG,"FUKUTOKU GYOGYO CO. LTD.","198-5 KAMIKOSABA, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,"FUKUTOKU GYOGYO CO. LTD.","198-5 KAMIKOSABA, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI",Japan,Yes,"01 Apr 2025","31 Mar 2026"
