SENDER,FLAG,IRCS,NAME,IMO_NUMBER,EXT_MARK,TYPE,TONNAGE,LENGTH,POWER,AUTHORISED,SPECIES,STARTS,ENDS
GBR,GBR,MECA6,"CARINA II",9810305,BF803,,"LC 348","OA 28","KW 578",Yes,GHL,02-JAN-25,31-DEC-25
GBR,GBR,MECA6,"CARINA II",9810305,BF803,,"LC 348","OA 28","KW 578",Yes,COD,02-JAN-25,31-DEC-25
GBR,GBR,MMTY4,"ENTERPRISE III",9924974,BF1,,"LC 499","OA 29","KW 736",Yes,COD,02-JAN-25,31-DEC-25
GBR,GBR,MMTY4,"ENTERPRISE III",9924974,BF1,,"LC 499","OA 29","KW 736",Yes,GHL,02-JAN-25,31-DEC-25
GBR,GBR,MMTY4,"ENTERPRISE III",9924974,BF1,,"LC 499","OA 29","KW 736",Yes,HAD,02-JAN-25,31-DEC-25
GBR,GBR,MIHM2,"ENDEAVOUR V",9899753,BF515,,"LC 620","OA 34","KW 1060",Yes,COD,02-JAN-25,31-DEC-25
GBR,GBR,MBJM6,AUDACIOUS,9785342,BF83,,"LC 498","OA 30","KW 4060",Yes,COD,02-JAN-25,31-DEC-25
GBR,GBR,MBJM6,AUDACIOUS,9785342,BF83,,"LC 498","OA 30","KW 4060",Yes,HAD,02-JAN-25,31-DEC-25
GBR,GBR,MIHM2,"ENDEAVOUR V",9899753,BF515,,"LC 620","OA 34","KW 1060",Yes,HAD,02-JAN-25,31-DEC-25
GBR,GBR,MIHM2,"ENDEAVOUR V",9899753,BF515,,"LC 620","OA 34","KW 1060",Yes,GHL,02-JAN-25,31-DEC-25
GBR,GBR,MCQI2,TAITS,9816294,FR229,,"LC 2852","OA 75","KW 6000",Yes,MAC,02-JAN-25,31-DEC-25
GBR,GBR,MCQI2,TAITS,9816294,FR229,,"LC 2852","OA 75","KW 6000",Yes,WHB,02-JAN-25,31-DEC-25
GBR,GBR,MCQI2,TAITS,9816294,FR229,,"LC 2852","OA 75","KW 6000",Yes,HER,02-JAN-25,31-DEC-25
GBR,GBR,MLLX8,"CHRIS ANDRA II",9361794,FR228,,"LC 2247","OA 71","KW 6000",Yes,WHB,02-JAN-25,31-DEC-25
GBR,GBR,MLLX8,"CHRIS ANDRA II",9361794,FR228,,"LC 2247","OA 71","KW 6000",Yes,MAC,02-JAN-25,31-DEC-25
GBR,GBR,MLLX8,"CHRIS ANDRA II",9361794,FR228,,"LC 2247","OA 71","KW 6000",Yes,HER,02-JAN-25,31-DEC-25
GBR,GBR,MCCG5,CHALLENGE,9286671,FR226,,"LC 1676","OA 65","KW 5110",Yes,WHB,02-JAN-25,31-DEC-25
GBR,GBR,MCCG5,CHALLENGE,9286671,FR226,,"LC 1676","OA 65","KW 5110",Yes,MAC,02-JAN-25,31-DEC-25
GBR,GBR,MCCG5,CHALLENGE,9286671,FR226,,"LC 1676","OA 65","KW 5110",Yes,HER,02-JAN-25,31-DEC-25
GBR,GBR,2BAK8,HARVESTER,9414670,PD98,,"LC 349","OA 28","KW 671",Yes,MAC,02-JAN-25,31-DEC-25
GBR,GBR,2BAK8,HARVESTER,9414670,PD98,,"LC 349","OA 28","KW 671",Yes,COD,02-JAN-25,31-DEC-25
GBR,GBR,2BAK8,HARVESTER,9414670,PD98,,"LC 349","OA 28","KW 671",Yes,WHB,02-JAN-25,31-DEC-25
GBR,GBR,2BAK8,HARVESTER,9414670,PD98,,"LC 349","OA 28","KW 671",Yes,HAD,02-JAN-25,31-DEC-25
GBR,GBR,MAPY2,PATHWAY,9763095,PD165,,"LC 2935","OA 79","KW 5220",Yes,HER,02-JAN-25,31-DEC-25
GBR,GBR,MAPY2,PATHWAY,9763095,PD165,,"LC 2935","OA 79","KW 5220",Yes,MAC,02-JAN-25,31-DEC-25
GBR,GBR,MAPY2,PATHWAY,9763095,PD165,,"LC 2935","OA 79","KW 5220",Yes,WBH,02-JAN-25,31-DEC-25
GBR,GBR,2BAK6,"OCEAN HARVEST",9414682,PD198,,"LC 349","OA 28","KW 671",Yes,COD,02-JAN-25,31-DEC-25
GBR,GBR,2BAK6,"OCEAN HARVEST",9414682,PD198,,"LC 349","OA 28","KW 671",Yes,MAC,02-JAN-25,31-DEC-25
GBR,GBR,2BAK6,"OCEAN HARVEST",9414682,PD198,,"LC 349","OA 28","KW 671",Yes,WHB,02-JAN-25,31-DEC-25
GBR,GBR,2BAK6,"OCEAN HARVEST",9414682,PD198,,"LC 349","OA 28","KW 671",Yes,HAD,02-JAN-25,31-DEC-25
GBR,GBR,2JGR4,ROSEBLOOM,9760744,INS353,,"LC 306","OA 28","KW 578",Yes,HAD,02-JAN-25,31-DEC-25
GBR,GBR,MAOE3,"BOY ANDREW",9775842,WK170,,"LC 293","OA 28","KW 578",Yes,HAD,02-JAN-25,31-DEC-25
GBR,GBR,2HGD8,"WIRON 5",9249556,H1100,,"LC 1230","OA 56","KW 2191",Yes,MAC,02-JAN-25,31-DEC-25
GBR,GBR,2IAU2,"BOY JOHN",9698044,INS110,,"LC 306","OA 28","KW 578",Yes,HAD,02-JAN-25,31-DEC-25
GBR,GBR,MOJI4,"CHRISTINA S",9945382,FR224,,"LC 3559","OA 77","KW 7320",Yes,WHB,02-JAN-25,31-DEC-25
GBR,GBR,MOJI4,"CHRISTINA S",9945382,FR224,,"LC 3559","OA 77","KW 7320",Yes,MAC,18-JAN-25,31-DEC-25
GBR,GBR,MOJI4,"CHRISTINA S",9945382,FR224,,"LC 3559","OA 77","KW 7320",Yes,HER,18-JAN-25,31-DEC-25
GRL,GRL,OUBH,"POLAR AMMASSAK",9161950,GR-18-188,,"LC 2150","OA 76","KW 4800",Yes,WHB,01-JAN-25,31-DEC-25
GRL,GRL,OUBH,"POLAR AMMASSAK",9161950,GR-18-188,,"LC 2150","OA 76","KW 4800",Yes,HER,01-JAN-25,31-DEC-25
GRL,GRL,OUBH,"POLAR AMMASSAK",9161950,GR-18-188,,"LC 2150","OA 76","KW 4800",Yes,MAC,05-JUN-25,31-DEC-25
GRL,GRL,OWPN,"POLAR AMAROQ",9266255,GR-18-049,,"LC 2677","OA 75","KW 5590",Yes,WHB,01-JAN-25,31-DEC-25
GRL,GRL,OWPN,"POLAR AMAROQ",9266255,GR-18-049,,"LC 2677","OA 75","KW 5590",Yes,MAC,05-JUN-25,31-DEC-25
GRL,GRL,OWPN,"POLAR AMAROQ",9266255,GR-18-049,,"LC 2677","OA 75","KW 5590",Yes,HER,01-JAN-25,31-DEC-25
GRL,GRL,OZEN,TASIILAQ,9258090,GR-06-041,,"LC 3031","OA 84","KW 3921",Yes,MAC,05-JUN-25,31-DEC-25
GRL,GRL,OZEN,TASIILAQ,9258090,GR-06-041,,"LC 3031","OA 84","KW 3921",Yes,WHB,01-JAN-25,31-DEC-25
GRL,GRL,OZEN,TASIILAQ,9258090,GR-06-041,,"LC 3031","OA 84","KW 3921",Yes,HER,01-JAN-25,31-DEC-25
GRL,GRL,OYPK,"POLAR PRINCESS",9204609,GR-06-054,,"LC 3787","OA 88","KW 4920",Yes,MAC,05-JUN-25,31-DEC-25
GRL,GRL,OWZD,"SVEND C",9752589,GR-06-023,,"LC 4916","OA 83","KW 7000",Yes,MAC,05-JUN-25,31-DEC-25
ISL,ISL,TFLK,J?PITER,7414195,,MTS,"LC 1742","OA 71","KW 3000",Yes,MAC,26-JUN-25,31-DEC-25
ISL,ISL,TFLK,J?PITER,7414195,,MTS,"LC 1742","OA 71","KW 3000",Yes,MAC,26-JUN-25,31-DEC-25
ISL,ISL,TFLK,J?PITER,7414195,,MTS,"LC 1742","OA 71","KW 3000",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFLK,J?PITER,7414195,,MTS,"LC 1742","OA 71","KW 3000",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFLK,J?PITER,7414195,,MTS,"LC 1742","OA 71","KW 3000",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFGH,HEIMAEY,9763095,,MTS,"LC 2935","OA 79","KW 5220",Yes,HER,20-JUN-25,31-DEC-25
ISL,ISL,TFGH,HEIMAEY,9763095,,MTS,"LC 2935","OA 79","KW 5220",Yes,MAC,20-JUN-25,31-DEC-25
ISL,ISL,TFGH,HEIMAEY,9763095,,MTS,"LC 2935","OA 79","KW 5220",Yes,WHB,20-JUN-25,31-DEC-25
ISL,ISL,TFFW,?ERNEY,9830434,,MO,"LC 4597","OA 82","KW 5400",Yes,MAC,03-JUN-25,31-DEC-25
ISL,ISL,TFFW,?ERNEY,9830434,,MO,"LC 4597","OA 82","KW 5400",Yes,WHB,03-JUN-25,31-DEC-25
ISL,ISL,TFFW,?ERNEY,9830434,,MO,"LC 4597","OA 82","KW 5400",Yes,HER,03-JUN-25,31-DEC-25
ISL,ISL,TFKL,?LSEY,9263526,,MO,"LC 1936","OA 69","KW 4500",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFKL,?LSEY,9263526,,MO,"LC 1936","OA 69","KW 4500",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFKL,?LSEY,9263526,,MO,"LC 1936","OA 69","KW 4500",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFEW,B?RKUR,9865702,,MO,"LC 4139","OA 89","KW 3600",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFEW,B?RKUR,9865702,,MO,"LC 4139","OA 89","KW 3600",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFEW,B?RKUR,9865702,,MO,"LC 4139","OA 89","KW 3600",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFCM,"VILHELM ?ORSTEINSSON",9867487,,MO,"LC 4139","OA 89","KW 3600",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFCM,"VILHELM ?ORSTEINSSON",9867487,,MO,"LC 4139","OA 89","KW 3600",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFCM,"VILHELM ?ORSTEINSSON",9867487,,MO,"LC 4139","OA 89","KW 3600",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFFF,"J?N KJARTANSSON",9268124,,MO,"LC 2424","OA 71","KW 6000",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFFF,"J?N KJARTANSSON",9268124,,MO,"LC 2424","OA 71","KW 6000",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFFF,"J?N KJARTANSSON",9268124,,MO,"LC 2424","OA 71","KW 6000",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFIQ,H?KON,9959711,,MO,"LC 3178","OA 75","KW 5200",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFIQ,H?KON,9959711,,MO,"LC 3178","OA 75","KW 5200",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFIQ,H?KON,9959711,,MO,"LC 3178","OA 75","KW 5200",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFCG,MARGR?T,9388572,,MO,"LC 2405","OA 72","KW 5999",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFCG,MARGR?T,9388572,,MO,"LC 2405","OA 72","KW 5999",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFCG,MARGR?T,9388572,,MO,"LC 2405","OA 72","KW 5999",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFLF,HOFFELL,9414709,,MO,"LC 2800","OA 75","KW 6000",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFLF,HOFFELL,9414709,,MO,"LC 2800","OA 75","KW 6000",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFLF,HOFFELL,9414709,,MO,"LC 2800","OA 75","KW 6000",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFOS,SU?UREY,9350628,,MO,"LC 1337","OA 63","KW 2999",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFOS,SU?UREY,9350628,,MO,"LC 1337","OA 63","KW 2999",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFOS,SU?UREY,9350628,,MO,"LC 1337","OA 63","KW 2999",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFBJ,SVANUR,9195779,,MO,"LC 1969","OA 67","KW 5520",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFBJ,SVANUR,9195779,,MO,"LC 1969","OA 67","KW 5520",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFBJ,SVANUR,9195779,,MO,"LC 1969","OA 67","KW 5520",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFDD,"GU?R?N ?ORKELSD?TTIR",9171022,,MO,"OC 1773","OA 68","KW 3840",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFDD,"GU?R?N ?ORKELSD?TTIR",9171022,,MO,"OC 1773","OA 68","KW 3840",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFDD,"GU?R?N ?ORKELSD?TTIR",9171022,,MO,"OC 1773","OA 68","KW 3840",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFDN,"A?ALSTEINN J?NSSON",9283461,,MO,"LC 4419","OA 94","KW 6000",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFDN,"A?ALSTEINN J?NSSON",9283461,,MO,"LC 4419","OA 94","KW 6000",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFDN,"A?ALSTEINN J?NSSON",9283461,,MO,"LC 4419","OA 94","KW 6000",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFRH,"BJARNI ?LAFSSON",9195781,,MO,"LC 1969","OA 67","KW 5520",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFRH,"BJARNI ?LAFSSON",9195781,,MO,"LC 1969","OA 67","KW 5520",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFRH,"BJARNI ?LAFSSON",9195781,,MO,"LC 1969","OA 67","KW 5520",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFES,BEITIR,9674830,,MO,"LC 4138","OA 86","KW 5220",Yes,MAC,06-JAN-25,31-DEC-25
ISL,ISL,TFES,BEITIR,9674830,,MO,"LC 4138","OA 86","KW 5220",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFES,BEITIR,9674830,,MO,"LC 4138","OA 86","KW 5220",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFMR,SIGUR?UR,9665815,,MO,"LC 3707","OA 81","KW 4500",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFMR,SIGUR?UR,9665815,,MO,"LC 3707","OA 81","KW 4500",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFMR,SIGUR?UR,9665815,,MO,"LC 3707","OA 81","KW 4500",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFWV,V?KINGUR,9718301,,MO,"LC 3671","OA 81","KW 4500",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFWV,V?KINGUR,9718301,,MO,"LC 3671","OA 81","KW 4500",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFWV,V?KINGUR,9718301,,MO,"LC 3671","OA 81","KW 4500",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFVT,VENUS,9718296,,MO,"LC 3671","OA 81","KW 4500",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFVT,VENUS,9718296,,MO,"LC 3671","OA 81","KW 4500",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFVT,VENUS,9718296,,MO,"LC 3671","OA 81","KW 4500",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFEN,BAR?I,9622966,,MO,"LC 3588","OA 80","KW 4320",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFEN,BAR?I,9622966,,MO,"LC 3588","OA 80","KW 4320",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFEN,BAR?I,9622966,,MO,"LC 3588","OA 80","KW 4320",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFOT,HEIMAEY,9532707,,MO,"LC 2186","OA 71","KW 4500",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFOT,HEIMAEY,9532707,,MO,"LC 2186","OA 71","KW 4500",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFOT,HEIMAEY,9532707,,MO,"LC 2186","OA 71","KW 4500",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFBL,"?SGR?MUR HALLD?RSSON",9225108,,MO,"LC 1528","OA 61","KW 5520",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFBL,"?SGR?MUR HALLD?RSSON",9225108,,MO,"LC 1528","OA 61","KW 5520",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFBL,"?SGR?MUR HALLD?RSSON",9225108,,MO,"LC 1528","OA 61","KW 5520",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFQF,GULLBERG,9167928,,MO,"LC 2195","OA 71","KW 6100",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFQF,GULLBERG,9167928,,MO,"LC 2195","OA 71","KW 6100",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFQF,GULLBERG,9167928,,MO,"LC 2195","OA 71","KW 6100",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFQW,HUGINN,9211690,,MO,"LC 2724","OA 75","KW 4320",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFQW,HUGINN,9211690,,MO,"LC 2724","OA 75","KW 4320",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFQW,HUGINN,9211690,,MO,"LC 2724","OA 75","KW 4320",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFOJ,H?KON,9212357,,TTF,"LC 3003","OA 76","KW 5400",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFOJ,H?KON,9212357,,TTF,"LC 3003","OA 76","KW 5400",Yes,MAC,02-JAN-25,31-DEC-25
ISL,ISL,TFOJ,H?KON,9212357,,TTF,"LC 3003","OA 76","KW 5400",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFJJ,"SIGHVATUR BJARNASON",8612378,,MO,"LC 1410","OA 67","KW 4140",Yes,WHB,02-JAN-25,31-DEC-25
ISL,ISL,TFJJ,"SIGHVATUR BJARNASON",8612378,,MO,"LC 1410","OA 67","KW 4140",Yes,HER,02-JAN-25,31-DEC-25
ISL,ISL,TFJJ,"SIGHVATUR BJARNASON",8612378,,MO,"LC 1410","OA 67","KW 4140",Yes,MAC,02-JAN-25,31-DEC-25
NOR,NOR,LMRJ,KETLIN,6824434,"N-119 SO",,"LC 752","OA 54","HP 2240",Yes,MAC,26-AUG-25,31-DEC-25
NOR,NOR,LMTJ,PIRAJA,8849244,"AG-95 K",,"LC 566","OA 39","HP 1000",Yes,XDS,27-JUN-25,31-DEC-25
NOR,NOR,LMTJ,PIRAJA,8849244,"AG-95 K",,"LC 566","OA 39","HP 1000",Yes,MAC,26-AUG-25,31-DEC-25
NOR,NOR,LMTJ,PIRAJA,8849244,"AG-95 K",,"LC 566","OA 39","HP 1000",Yes,HER,26-AUG-25,31-DEC-25
NOR,NOR,LMTJ,PIRAJA,8849244,"AG-95 K",,"LC 566","OA 39","HP 1000",Yes,HOM,26-AUG-25,31-DEC-25
NOR,NOR,LMTJ,PIRAJA,8849244,"AG-95 K",,"LC 566","OA 39","HP 1000",Yes,WHB,26-AUG-25,31-DEC-25
NOR,NOR,LERB,"KLARA B",9819545,"N-3 MS",,"LC 656","OA 48","HP 1803",Yes,HER,26-AUG-25,31-DEC-25
NOR,NOR,LERB,"KLARA B",9819545,"N-3 MS",,"LC 656","OA 48","HP 1803",Yes,MAC,26-AUG-25,31-DEC-25
NOR,NOR,3YKA,BRATTSKJ?R,9588988,"TR-346 ND",,"LC 886","OA 44","HP 2500",Yes,MAC,26-AUG-25,31-DEC-25
NOR,NOR,3YKA,BRATTSKJ?R,9588988,"TR-346 ND",,"LC 886","OA 44","HP 2500",Yes,HER,26-AUG-25,31-DEC-25
NOR,NOR,LKUB,VOLDNES,9570553,"F-80 M",,"LC 499","OA 34","HP 1000",Yes,MAC,26-AUG-25,31-DEC-25
NOR,NOR,3YIV,"ANDREA L",9532707,"VL-24 KI",,"LC 2185","OA 71","HP 6120",Yes,MAC,30-JUL-25,31-DEC-25
NOR,NOR,3YIV,"ANDREA L",9532707,"VL-24 KI",,"LC 2185","OA 71","HP 6120",Yes,HER,30-JUL-25,31-DEC-25
NOR,NOR,LGZK,ECOFIVE,9954723,"M-69 A",,"LC 4131","OA 74","HP 7800",Yes,XDS,24-JUL-25,31-DEC-25
NOR,NOR,JXXR,HER?YHAV,9975765,"M-520 H?",,"LC 3298","OA 70","HP 7072",Yes,MAC,24-JUL-25,31-DEC-25
NOR,NOR,JXXR,HER?YHAV,9975765,"M-520 H?",,"LC 3298","OA 70","HP 7072",Yes,HER,24-JUL-25,31-DEC-25
NOR,NOR,JXXR,HER?YHAV,9975765,"M-520 H?",,"LC 3298","OA 70","HP 7072",Yes,WHB,24-JUL-25,31-DEC-25
NOR,NOR,JXXR,HER?YHAV,9975765,"M-520 H?",,"LC 3298","OA 70","HP 7072",Yes,CAP,24-JUL-25,31-DEC-25
NOR,NOR,JXXR,HER?YHAV,9975765,"M-520 H?",,"LC 3298","OA 70","HP 7072",Yes,HOM,24-JUL-25,31-DEC-25
NOR,NOR,LJYT,KILDIN,9205196,"F-66 BD",,"LC 496","OA 37","HP 1000",No,,,
NOR,NOR,LALT8,ISFJORD,9190200,,,"LC 3653","OA 103","KW 2464",No,,,
NOR,NOR,LJVY,RADEK,9184639,"VL-500 AV",,"LC 2213","OA 68","HP 7500",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LJVY,RADEK,9184639,"VL-500 AV",,"LC 2213","OA 68","HP 7500",Yes,CAP,12-JUN-25,31-DEC-25
NOR,NOR,LJVY,RADEK,9184639,"VL-500 AV",,"LC 2213","OA 68","HP 7500",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LJVY,RADEK,9184639,"VL-500 AV",,"LC 2213","OA 68","HP 7500",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LJVY,RADEK,9184639,"VL-500 AV",,"LC 2213","OA 68","HP 7500",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LJVY,RADEK,9184639,"VL-500 AV",,"LC 2213","OA 68","HP 7500",Yes,HER,12-JUN-25,31-DEC-25
NOR,NOR,LJVY,RADEK,9184639,"VL-500 AV",,"LC 2213","OA 68","HP 7500",Yes,HOM,12-JUN-25,31-DEC-25
NOR,NOR,LJVY,RADEK,9184639,"VL-500 AV",,"LC 2213","OA 68","HP 7500",Yes,MAC,12-JUN-25,31-DEC-25
NOR,NOR,LFAJ,TENOR,9826770,"VA-19 S",,"LC 498","OA 35","HP 1000",Yes,XDS,26-MAY-25,31-DEC-25
NOR,NOR,LJVB,GRIMSHOLM,9171010,"T-72 T",,"LC 1772","OA 68","HP 5220",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LJVB,GRIMSHOLM,9171010,"T-72 T",,"LC 1772","OA 68","HP 5220",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LJVB,GRIMSHOLM,9171010,"T-72 T",,"LC 1772","OA 68","HP 5220",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,LJVB,GRIMSHOLM,9171010,"T-72 T",,"LC 1772","OA 68","HP 5220",Yes,HOM,15-MAY-25,31-DEC-25
NOR,NOR,JXXO,HAVFISK,9965382,"M-100 A",,"LC 3389","OA 75","HP 7072",Yes,MAC,09-MAY-25,31-DEC-25
NOR,NOR,JXXO,HAVFISK,9965382,"M-100 A",,"LC 3389","OA 75","HP 7072",Yes,HER,09-MAY-25,31-DEC-25
NOR,NOR,JXXO,HAVFISK,9965382,"M-100 A",,"LC 3389","OA 75","HP 7072",Yes,WHB,09-MAY-25,31-DEC-25
NOR,NOR,JXPS,NORD?RN,8603951,"M-167 G",,"LC 321","OA 27","HP 940",No,,,
NOR,NOR,LADS8,"SILVER STAR",8911504,,,"OC 3625","OA 92","HP 3049",Yes,CAP,04-APR-25,31-DEC-25
NOR,NOR,LADS8,"SILVER STAR",8911504,,,"OC 3625","OA 92","HP 3049",Yes,MAC,04-APR-25,31-DEC-25
NOR,NOR,LADS8,"SILVER STAR",8911504,,,"OC 3625","OA 92","HP 3049",Yes,HOM,04-APR-25,31-DEC-25
NOR,NOR,LADS8,"SILVER STAR",8911504,,,"OC 3625","OA 92","HP 3049",Yes,REB,04-APR-25,31-DEC-25
NOR,NOR,LADS8,"SILVER STAR",8911504,,,"OC 3625","OA 92","HP 3049",Yes,HAD,04-APR-25,31-DEC-25
NOR,NOR,LADS8,"SILVER STAR",8911504,,,"OC 3625","OA 92","HP 3049",Yes,WHB,04-APR-25,31-DEC-25
NOR,NOR,LADS8,"SILVER STAR",8911504,,,"OC 3625","OA 92","HP 3049",Yes,HER,04-APR-25,31-DEC-25
NOR,NOR,LADS8,"SILVER STAR",8911504,,,"OC 3625","OA 92","HP 3049",Yes,XDS,04-APR-25,31-DEC-25
NOR,NOR,LAHD6,"SILVER COPENHAGEN",9143386,,,"OC 3817","OA 98","KW 3520",Yes,HOM,02-APR-25,31-DEC-25
NOR,NOR,LAHD6,"SILVER COPENHAGEN",9143386,,,"OC 3817","OA 98","KW 3520",Yes,REB,02-APR-25,31-DEC-25
NOR,NOR,LAHD6,"SILVER COPENHAGEN",9143386,,,"OC 3817","OA 98","KW 3520",Yes,HAD,02-APR-25,31-DEC-25
NOR,NOR,LAHD6,"SILVER COPENHAGEN",9143386,,,"OC 3817","OA 98","KW 3520",Yes,WHB,02-APR-25,31-DEC-25
NOR,NOR,LAHD6,"SILVER COPENHAGEN",9143386,,,"OC 3817","OA 98","KW 3520",Yes,HER,02-APR-25,31-DEC-25
NOR,NOR,LAHD6,"SILVER COPENHAGEN",9143386,,,"OC 3817","OA 98","KW 3520",Yes,XDS,02-APR-25,31-DEC-25
NOR,NOR,LAHD6,"SILVER COPENHAGEN",9143386,,,"OC 3817","OA 98","KW 3520",Yes,MAC,02-APR-25,31-DEC-25
NOR,NOR,LAHD6,"SILVER COPENHAGEN",9143386,,,"OC 3817","OA 98","KW 3520",Yes,CAP,02-APR-25,31-DEC-25
NOR,NOR,LAPM8,"SILVER GALE",9140956,,,"OC 3817","OA 98","KW 4787",Yes,HOM,02-APR-25,31-DEC-25
NOR,NOR,LAPM8,"SILVER GALE",9140956,,,"OC 3817","OA 98","KW 4787",Yes,REB,02-APR-25,31-DEC-25
NOR,NOR,LAPM8,"SILVER GALE",9140956,,,"OC 3817","OA 98","KW 4787",Yes,HAD,02-APR-25,31-DEC-25
NOR,NOR,LAPM8,"SILVER GALE",9140956,,,"OC 3817","OA 98","KW 4787",Yes,WHB,02-APR-25,31-DEC-25
NOR,NOR,LAPM8,"SILVER GALE",9140956,,,"OC 3817","OA 98","KW 4787",Yes,HER,02-APR-25,31-DEC-25
NOR,NOR,LAPM8,"SILVER GALE",9140956,,,"OC 3817","OA 98","KW 4787",Yes,XDS,02-APR-25,31-DEC-25
NOR,NOR,LAPM8,"SILVER GALE",9140956,,,"OC 3817","OA 98","KW 4787",Yes,CAP,02-APR-25,31-DEC-25
NOR,NOR,LAPM8,"SILVER GALE",9140956,,,"OC 3817","OA 98","KW 4787",Yes,MAC,02-APR-25,31-DEC-25
NOR,NOR,LADP8,"SILVER BIRD",8915524,,,"OC 3625","OA 93","KW 3049",Yes,HER,02-APR-25,31-DEC-25
