"NPFC Vessel_id",flag_state,vessel_name,previous_name,registration_no,"Previous Registration",port_of_registry,"Previous Port(s) of Registry",imo,previous_flag,call_sign,mmsi,communication_details,vessel_type,crew,type_of_fishing_method,type_of_length,length,unit_length,type_of_depth,depth,unit_depth,type_of_beam,beam,unit_beam_depth,tonnage,tonnage_type,power_of_engine,unit_engine,fish_hold_capacity,freezer_capacity,freezer_type,unit_freezer
1744,China,"FU YUAN YU 7011",,(MIN)CHUANDENG(JI)(2021)FT-200013,,Fuzhou,,9930882,,BZU5D,412549511,"Ｃ441221780    Satelite-based telephony05808309037","Purse seiners (SP)",37,"Purse seines (PS)","Length Overall (LOA)",61.99,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",12.50,Meters,1596.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1661.35m³,,,
1745,China,"FU YUAN YU 7012",,(MIN)CHUANDENG(JI)(2021)FT-200014,,Fuzhou,,9930894,,BZU6D,412549512,"Ｃ441221781  Satelite-based telephony05808309136","Purse seiners (SP)",37,"Purse seines (PS)","Length Overall (LOA)",61.99,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",12.50,Meters,1596.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1661.35m³,,,
1390,China,"FU YUAN YU 7601",,(MIN)CHUANDENG(JI)(2024)FT-200054,,Fuzhou,,9891476,,BZU1T,412440727,"B-441204297    Satelite-based telephony-010-52784613","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.72,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1526.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1088.47m³,,,
1391,China,"FU YUAN YU 7602",,(MIN)CHUANDENG(JI)(2024)FT-200053,,Fuzhou,,9891488,,BZU2T,412440728,"B-441204298      Satelite-based telephony-010-52784554","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.72,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1526.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1088.47m³,,,
1392,China,"FU YUAN YU 7603",,(MIN)CHUANDENG(JI)(2024)FT-200052,,Fuzhou,,9891490,,BZU3T,412440729,"B-441204299      Satelite-based telephony-010-52784621","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.72,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1526.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1088.47m³,,,
1393,China,"FU YUAN YU 7604",,(MIN)CHUANDENG(JI)(2024)FT-200051,,Fuzhou,,9891505,,BZU4T,412440731,"B-441204321   Satelite-based telephony-010-52784617","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.72,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1526.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1088.47m³,,,
1394,China,"FU YUAN YU 7605",,(MIN)CHUANDENG(JI)(2024)FT-200050,,Fuzhou,,9891608,,BZU5T,412440732,"B-441204342       Satelite-based telephony- 010-52784619","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.72,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1526.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1088.47m³,,,
1395,China,"FU YUAN YU 7606",,(MIN)CHUANDENG(JI)(2024)FT-200049,,Fuzhou,,9891610,,BZU6T,412440733,"B-441204343                    Satelite-based telephony-174 9850 0965","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.72,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1526.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1088.47m³,,,
1420,China,"FU YUAN YU 7611",,"(MIN)CHUANDENG(JI) (2024)FT-200048",,Fuzhou,,9896294,,BZU7T,412440734,"C-441221271                             Satelite-based telephony- 17498530210","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1421,China,"FU YUAN YU 7612",,"(MIN)CHUANDENG(JI) (2024)FT-200047",,Fuzhou,,9896309,,BZU8T,412440735,"C-441221270                 Satelite-based telephony-17498530209","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1422,China,"FU YUAN YU 7613",,"(MIN)CHUANDENG(JI) (2024)FT-200046",,Fuzhou,,9896323,,BZU9T,412440736,"C-441221318                   Satelite-based telephony-17498530216","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1423,China,"FU YUAN YU 7614",,"(MIN)CHUANDENG(JI)  (2024)FT-200045",,Fuzhou,,9896335,,BZU1U,412440737,"C-441221319                   Satelite-based telephony-17498530214","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1424,China,"FU YUAN YU 7615",,(MIN)CHUANDENG(JI)(2024)FT-200044,,Fuzhou,,9896347,,BZU2U,412440738,"C-441221320                  Satelite-based telephony-17498530215","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1425,China,"FU YUAN YU 7616",,"(MIN)CHUANDENG(JI) (2024)FT-200043",,Fuzhou,,9896361,,BZU3U,412440739,"C-441221321                  Satelite-based telephony-17498530218","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1426,China,"FU YUAN YU 7617",,"(MIN)CHUANDENG(JI) (2024)FT-200042",,Fuzhou,,9896373,,BZU4U,412440741,"C-441221322             Satelite-based telephony-17498530211","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1427,China,"FU YUAN YU 7618",,(MIN)CHUANDENG(JI)(2024)FT-200041,,Fuzhou,,9896397,,BZU5U,412440742,"C-441221323             Satelite-based telephony-  17498530212","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1428,China,"FU YUAN YU 7619",,(MIN)CHUANDENG(JI)(2024)FT-200040,,Fuzhou,,9896402,,BZU6U,412440743,"C-441221324               Satelite-based telephony-17498530217","Hand liner vessels (LH)",20,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.16,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1227.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",875.00m³,,,
1746,China,"FU YUAN YU 815",,(MIN)CHUANDENG(JI)(2020)FT-200001,,Fuzhou,,8555453,,BVTD7,412440508,"Ｃ441203448  Ｎ－ＳＴＡＲ17498502311  Satelite-based telephony 8122871","Purse seiners (SP)",20,"Purse seines (PS)","Length Overall (LOA)",57.14,Meters,"Moulded Depth",4.15,Meters,"Moulded Breadth",9.20,Meters,657.00,"Gross Register Tonnage (GRT)",960.00,"Kilowatts (kW)",1300.78m³,,,
1747,China,"FU YUAN YU 816",,(MIN)CHUANDENG(JI)(2020)FT-200002,,Fuzhou,,8555465,,BVTC7,412440509,"Ｃ441203088  Ｎ－ＳＴＡＲ17498502310  Satelite-based telephony8122855","Purse seiners (SP)",20,"Purse seines (PS)","Length Overall (LOA)",57.14,Meters,"Moulded Depth",4.15,Meters,"Moulded Breadth",9.20,Meters,657.00,"Gross Register Tonnage (GRT)",960.00,"Kilowatts (kW)",1300.78m³,,,
1472,China,"FU YUAN YU 8661",,(MIN)CHUANDENG(JI)(2023)FT-200081,,Fuzhou,,9870587,,BZUW7,412440697,"C-441203882                  Satelite-based telephony-17498501428","Purse seiners (SP)",20,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",924.50m³,,,
1473,China,"FU YUAN YU 8662",,(MIN)CHUANDENG(JI)(2023)FT-200080,,Fuzhou,,9870599,,BZUW8,412440698,"C-441203883         Satelite-based telephony - 17498501426","Purse seiners (SP)",20,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",924.50m³,,,
1476,China,"FU YUAN YU 8672",,(MIN)CHUANDENG(JI)(2023)FT-200079,,Fuzhou,,9869291,,BZUY2,412440679,"C-441203797  Satelite-based telephony-17498530078","Purse seiners (SP)",25,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1007.13m³,,,
1477,China,"FU YUAN YU 8673",,(MIN)CHUANDENG(JI)(2023)FT-200078,,Fuzhou,,9869473,,BZUY3,412440681,"C-441203798   Satelite-based telephony-17498530076","Purse seiners (SP)",25,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1007.13m³,,,
1478,China,"FU YUAN YU 8674",,(MIN)CHUANDENG(JI)(2023)FT-200077,,Fuzhou,,9869485,,BZUY4,412440682,"C-441203799   Satelite-based telephony-17498530075","Purse seiners (SP)",25,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1007.13m³,,,
1479,China,"FU YUAN YU 8675",,(MIN)CHUANDENG(JI)(2023)FT-200076,,Fuzhou,,9869497,,BZUY5,412440683,"C-441203820    Satelite-based telephony-17498530079","Purse seiners (SP)",25,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1007.13m³,,,
1480,China,"FU YUAN YU 8676",,(MIN)CHUANDENG(JI)(2023)FT-200075,,Fuzhou,,9870123,,BZUY6,412440684,"C-441203828  Satelite-based telephony-17498520027","Purse seiners (SP)",25,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1007.13m³,,,
1481,China,"FU YUAN YU 8677",,(MIN)CHUANDENG(JI)(2023)FT-200074,,Fuzhou,,9870238,,BZUY7,412440685,"C-441203829             Satelite-based telephony-17498520026","Purse seiners (SP)",25,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1007.13m³,,,
1482,China,"FU YUAN YU 8678",,(MIN)CHUANDENG(JI)(2023)FT-200073,,Fuzhou,,9870240,,BZVL8,412440686,"C-412440686                Satelite-based telephony-17498520023","Purse seiners (SP)",25,"Purse seines (PS)","Length Overall (LOA)",58.74,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1007.13m³,,,
1748,China,"FU YUAN YU 8729",,(MIN)CHUANDENG(JI)(2021)FT-200015,,Fuzhou,,9930545,,BZW7N,412549355,"Ｃ441203193  Ｎ－ＳＴＡＲ17498505139  Satelite-based telephony02136815107","Purse seiners (SP)",21,"Purse seines (PS)","Length Overall (LOA)",64.24,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",12.50,Meters,1653.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1784.42m³,,,
1749,China,"FU YUAN YU 8730",,(MIN)CHUANDENG(JI)(2021)FT-200016,,Fuzhou,,9930583,,BZW8N,412549356,"Ｃ441203194  Ｎ－ＳＴＡＲ17498505140  Satelite-based telephony02136815088","Purse seiners (SP)",24,"Purse seines (PS)","Length Overall (LOA)",64.24,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",12.50,Meters,1653.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1784.42m³,,,
1750,China,"FU YUAN YU 8731",,(MIN)CHUANDENG(JI)(2021)FT-200017,,Fuzhou,,9930557,,BZW9N,412549357,"Ｃ441203192  Ｎ－ＳＴＡＲ17498505141  Satelite-based telephony02136815007","Purse seiners (SP)",25,"Purse seines (PS)","Length Overall (LOA)",64.24,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",12.50,Meters,1653.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1784.42m³,,,
1751,China,"FU YUAN YU 8732",,(MIN)CHUANDENG(JI)(2021)FT-200018,,Fuzhou,,9930571,,BZW1O,412549358,"Ｃ441203195  Ｎ－ＳＴＡＲ17498505142  Satelite-based telephony02136815075","Purse seiners (SP)",22,"Purse seines (PS)","Length Overall (LOA)",64.24,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",12.50,Meters,1653.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1784.42m³,,,
1752,China,"FU YUAN YU 8733",,(MIN)CHUANDENG(JI)(2021)FT-200019,,Fuzhou,,9930569,,BZW2O,412549359,"Ｃ441203191  Ｎ－ＳＴＡＲ  17498505143  Satelite-based telephony02136815072","Purse seiners (SP)",24,"Purse seines (PS)","Length Overall (LOA)",64.24,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",12.50,Meters,1653.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",1784.42m³,,,
468,China,"Fu Yuan Yu Leng 15",,(MIN)CHUANDENG(JI)(2024)FT-200009,,Fuzhou,,8556548,,BZU3K,412440252,"C: 412440252  Satelite-based Telephony:+86-17498501328","FISH CARRIERS AND REEFERS (FO)",15,,"Length Overall (LOA)",59.97,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",11.30,Meters,1296.00,"Gross Tonnage (GT)",750.00,"Kilowatts (kW)",2265.50m³,0,Ice,
469,China,"Fu Yuan Yu Leng 16",,(MIN)CHUANDENG(JI)(2024)FT-200008,,Fuzhou,,8556550,,BZU4K,412440253,"C: 412440253  Satelite-based Telephony: +86-17498501953","FISH CARRIERS AND REEFERS (FO)",14,,"Length Overall (LOA)",59.97,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",11.30,Meters,1296.00,"Gross Tonnage (GT)",750.00,"Kilowatts (kW)",2265.50m³,0,Ice,
470,China,"Fu Yuan Yu Leng 19",,(MIN)CHUANDENG(JI)(2024)FT-200007,,Fuzhou,,8556562,,BZU5K,412440254,"C: 412440254  Satelite-based Telephony: +86-17498501955","FISH CARRIERS AND REEFERS (FO)",14,,"Length Overall (LOA)",59.97,Meters,"Moulded Depth",5.80,Meters,"Moulded Breadth",11.30,Meters,1296.00,"Gross Tonnage (GT)",750.00,"Kilowatts (kW)",2265.50m³,0,Ice,
1755,China,"FU YUAN YU LENG36",,(MIN)CHUANDENG(JI)(2024)FT-200026,,Fuzhou,,8791734,,BZU4P,412440239,"Ｃ441202534  Satelite-based telephony""05808307725  17497012320""","FISH CARRIERS AND REEFERS (FO)",35,,"Length Overall (LOA)",85.37,Meters,"Moulded Depth",7.70,Meters,"Moulded Breadth",14.30,Meters,2510.00,"Gross Register Tonnage (GRT)",1912.00,"Kilowatts (kW)",4083.47m³,,,
1818,China,"FU YUAN YU YUN 266",,(MIN)CHUANDENG(JI)(2021)FT-200034,,Fuzhou,,9926764,,BZU9Z,412440838,"Satelite-based telephony18305919736","FISH CARRIERS AND REEFERS (FO)",35,,"Length Overall (LOA)",123.30,Meters,"Moulded Depth",10.50,Meters,"Moulded Breadth",18.50,Meters,6467.00,"Gross Register Tonnage (GRT)",3906.00,"Kilowatts (kW)",8900.00m³,,,
504,China,"Fu Yuan Yu Yun 65",,(MIN)CHUANDENG(JI)(2025)FT-200005,,Fuzhou,,8549404,,BVKI8,412440515,"C: 441204846  Satelite-based Telephony:05808106225","FISH CARRIERS AND REEFERS (FO)",50,,"Length Overall (LOA)",91.21,Meters,"Moulded Depth",7.60,Meters,"Moulded Breadth",16.20,Meters,3026.00,"Gross Register Tonnage (GRT)",2206.00,"Kilowatts (kW)",3317.48m³,2000,"Air Blast","Tons / Day"
1466,China,"FU YUAN YU YUN 688",,(MIN)CHUANDENG(JI)(2023)FT-200012,,Fuzhou,,8548682,,BZUV8,412440656,"Satelite-based telephony - 17498501277","FISH CARRIERS AND REEFERS (FO)",24,,"Length Overall (LOA)",93.10,Meters,,8.60,Meters,"Moulded Breadth",15.20,Meters,3335.00,"Gross Register Tonnage (GRT)",2574.00,"Kilowatts (kW)",5031.31m³,,,
1467,China,"FU YUAN YU YUN 699",,(MIN)CHUANDENG(JI)(2024)FT-200134,"(MIN)CHUAN  DENG (JI)(2019)FT-200182",Fuzhou,,9887516,,BZU2B,412440754,"Satelite-based telephony - telephone: 17497040807","FISH CARRIERS AND REEFERS (FO)",21,,"Length Overall (LOA)",93.10,Meters,,8.60,Meters,"Moulded Breadth",15.20,Meters,3288.00,"Gross Register Tonnage (GRT)",2574.00,"Kilowatts (kW)",6165.64m³,,,
515,China,"Fu Yuan Yu Yun 87",,(MIN)CHUANDENG(JI)(2025)FT-200050,,Fuzhou,,8548632,,BVMO5,412440364,"Satelite-based Telephony: 17498500129","FISH CARRIERS AND REEFERS (FO)",24,,"Length Overall (LOA)",91.00,Meters,"Moulded Depth",7.70,Meters,"Moulded Breadth",16.00,Meters,3014.00,"Gross Tonnage (GT)",2574.00,"Kilowatts (kW)",6077.00m³,,,
1708,China,"FU YUAN YU YUN 998",,(MIN)CHUANDENG(JI)(2023)FT-200054,,Fuzhou,,8571718,,BZUV2,412440653,"Satelite-based telephony13493057022","FISH CARRIERS AND REEFERS (FO)",28,,"Length Overall (LOA)",80.54,Meters,"Moulded Depth",8.00,Meters,"Moulded Breadth",13.60,Meters,2332.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",3091.09m³,,,
1754,China,"FU YUAN YU YUN088","FU YUAN YU F76",(MIN)CHUANDENG(JI)(2025)FT-200044,,Fuzhou,,8792166,,BZ9UQ,412549513,"Satelite-based telephony""00870773175332  17498502425""","FISH CARRIERS AND REEFERS (FO)",26,,"Length Overall (LOA)",77.02,Meters,"Moulded Depth",7.20,Meters,"Moulded Breadth",12.20,Meters,1593.00,"Gross Register Tonnage (GRT)",1103.00,"Kilowatts (kW)",3779.12m³,,,
1263,China,"FU YUAN YU7871",,(MIN)CHUANDENG(JI)(2023)FT-200064,,Fuzhou,,9874155,,BZUY9,412440661,"C-441203937                      Satelite-based telephony-17498520035","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",59.50,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1109.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",770.00m³,,,
1264,China,"FU YUAN YU7872",,"(MIN)CHUANDENG(JI) (2023)FT-200063",,Fuzhou,,9874064,,BZUZ2,412440662,"C-441203938     Satelite-based telephony-17498520032","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",59.50,Meters,,6.20,Meters,"Moulded Breadth",10.40,Meters,1109.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",770.00m³,,,
1248,China,"FU YUAN YU7888",,(MIN)CHUANDENG(JI)(2023)FT-200087,,Fuzhou,,9872561,,BZUW,412440691,"C-441203920    Satelite-based telephony-17498520030","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.68,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1507.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1140.00m³,,,
1249,China,"FU YUAN YU7889",,(MIN)CHUANDENG(JI)(2023)FT-200086,,Fuzhou,,9872573,,BZUW2,412440692,"C-441203921    Satelite-based telephony-17498520029","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.68,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1507.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1140.00m³,,,
1252,China,"FU YUAN YU7894",,(MIN)CHUANDENG(JI)(2018)FT-200111,,Fuzhou,,9871232,,BZUX4,412440673,"C-441203826    Satelite-based telephony-17498520028","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",57.99,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",770.00m³,,,
1253,China,"FU YUAN YU7895",,(MIN)CHUANDENG(JI)(2018)FT-200112,,Fuzhou,,9871244,,BZUX5,412440674,"C-441203827      Satelite-based telephony-17498501427","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",57.99,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",770.00m³,,,
1254,China,"FU YUAN YU7896",,(MIN)CHUANDENG(JI)(2018)FT-200113,,Fuzhou,,9872224,,BZUX6,412440675,"C-441203893      Satelite-based telephony-17498501716","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",57.99,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",770.00m³,,,
1255,China,"FU YUAN YU7897",,(MIN)CHUANDENG(JI)(2018)FT-200114,,Fuzhou,,9872262,,BZUX7,412440676,"C-441203894  Satelite-based telephony-17498501713","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",57.99,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",770.00m³,,,
1256,China,"FU YUAN YU7898",,(MIN)CHUANDENG(JI)(2018)FT-200115,,Fuzhou,,9872274,,BZUX8,412440677,"C-441203895                           Satelite-based telephony-17498501715","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",57.99,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",770.00m³,,,
1257,China,"FU YUAN YU7899",,(MIN)CHUANDENG(JI)(2018)FT-200116,,Fuzhou,,9872286,,BZUX9,412440678,"C-441203896    Satelite-based telephony-17498501717","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",57.99,Meters,,5.65,Meters,"Moulded Breadth",10.40,Meters,1101.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",770.00m³,,,
1787,China,"FU YUAN YU8635",,(MIN)CHUANDENG(JI)(2021)FT-200020,,Fuzhou,,9934503,,BZ1VR,412549363,"Ｃ441221762  Satelite-based telephony021-66938769","Purse seiners (SP)",28,"Purse seines (PS)","Length Overall (LOA)",58.08,Meters,"Moulded Depth",5.65,Meters,"Moulded Breadth",10.50,Meters,1148.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",924.50m³,,,
1788,China,"FU YUAN YU8636",,(MIN)CHUANDENG(JI)(2021)FT-200021,,Fuzhou,,9933717,,BZ2VR,412549364,"Ｃ441221763  Satelite-based telephony021-66938770","Purse seiners (SP)",28,"Purse seines (PS)","Length Overall (LOA)",58.08,Meters,"Moulded Depth",5.65,Meters,"Moulded Breadth",10.50,Meters,1148.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",924.50m³,,,
1789,China,"FU YUAN YU8637",,(MIN)CHUANDENG(JI)(2021)FT-200022,,Fuzhou,,9933729,,BZ3VR,412549365,"Ｃ441221764    Satelite-based telephony021-66938771","Purse seiners (SP)",28,"Purse seines (PS)","Length Overall (LOA)",58.08,Meters,"Moulded Depth",5.65,Meters,"Moulded Breadth",10.50,Meters,1148.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",924.50m³,,,
1790,China,"FU YUAN YU8638",,(MIN)CHUANDENG(JI)(2021)FT-200023,,Fuzhou,,9933731,,BZW6V,412549366,"Ｃ441221765  Satelite-based telephony021-66938772","Purse seiners (SP)",28,"Purse seines (PS)","Length Overall (LOA)",58.08,Meters,"Moulded Depth",5.65,Meters,"Moulded Breadth",10.50,Meters,1148.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",924.50m³,,,
