Name,"Built in Country","Built in Year","IMO Number","WCPFC ID","FFA ID","International Radio Call Sign (IRCS)",MMSI,"Registration Number",Flag,Type,"Registration Start","Registration Period","Current Status","Application Type",Registrant,"Registrant Acting As","Reason for Deregistration","Registration Number","Port of Registry","Vessel Tonnage (GRT)","Hull Material","Vessel Length (LOA)","Vessel Length (PP)","Vessel Length (RL)","Rated Speed","Normal Crew Complement","Engine Model","Total Fuel Carrying Capacity","Total Power of Main Engine or Engines","Power Unit","Fish Hold Capacity","Fish Hold Capacity Unit","Freezer Types","Refrigerant Used Type","Refrigerant Used Capacity","Previous Names","Last Radio Call Sign (IRCS)","Last Flag State Registration Number","Previous Flag","Owner Company Name","Owner Mailing Address","Operator Name","Operator Mailing Address","Vessel Master Name","Vessel Master Nationality","Fishing Master Name","Fishing Master Nationality","Recent side-view vessel photo","Recent plan-view vessel photo"
"HAI XING 715",China,2011,8654170,10031,36198,BZ7VG,412420433,"(ZHE)CHUAN DENG(JI)(2022)FT-200043",China,Longline,25-Aug-2025,24-Aug-2026,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,"(ZHE)CHUAN DENG(JI)(2022)FT-200043",ZHOUSHAN,299.00,Steel,"36.34 Metres",,,"11.00 Knots",18,XCW6200ZC,"153.00 Kilolitres",698.00,KW,239.50,"Cubic Metres","Air Coils",R22,"2500.00 Kg",,,,,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD","ROOM 606,NO.1-6SHANGHUI ROAD GANLAN TOWN, DINGHAI DISTRICT, ZHOUSHAN CITY ZHEJIANG PROVINCE","ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD","Rm 606,No.1-6 Shanghui Rd
Ganlan Town, Dinghai District
Zhoushan City, Zhejiang Province
China","JIANG HAIBO",China,"JIANG HAIBO",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/715%20plan.jpg
"ZHONG SHUI 705",China,2008,8628951,4533,35744,BZZZ9,413344000,(LU)CHUANDENG(JI)(2022)FT-200053,China,Longline,25-Aug-2025,24-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200053,YANTAI,193.00,Steel,"36.60 Metres","31.50 Metres","32.70 Metres","9.00 Knots",13,,"81.43 Kilolitres",330.00,KW,162.90,"Metric Tonnes","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC Overseas Fisheries Co., Ltd","No.31 Mingfeng Lane
Xidan Beijing
China","Yu Hongbin",China,"Yu Hongbin",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/705%20top_0.jpg
"HAI XING 718",China,2011,8654209,10034,36201,BZ1VH,412420436,(ZHE)CHUANDENG(JI)(2022)FT-200046,China,Longline,25-Aug-2025,24-Aug-2026,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,(ZHE)CHUANDENG(JI)(2022)FT-200046,ZHOUSHAN,299.00,Steel,"36.34 Metres",,,"11.00 Knots",18,XCW6200ZC,"153.00 Kilolitres",698.00,KW,239.50,"Cubic Metres","Air Coils",R22,"2500.00 Kg",,,,,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD","Room606,NO.1-6 Shanghui Road ,
Ganlan Town, Dinghai District
 Zhoushan City, Zhejiang Province
China","ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD","Rm 606, No.1-6
Shanghui Road, Ganlan Town, 
Dinghai District, Zhoushan City
Zhejiang Province, China","FU SHAO BING",China,"FU SHAO BING",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/718%20plan.jpg
"ZHONG SHUI 707",China,2009,8628937,9594,35929,BZZR6,412320023,(LU)CHUANDENG(JI)(2022)FT-200055,China,Longline,24-Aug-2025,23-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200055,YANTAI,199.00,Steel,"37.60 Metres","32.50 Metres","33.76 Metres","11.20 Knots",13,Diesel,"76.81 Kilolitres",450.00,KW,200.68,"Metric Tonnes","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC Overseas Fisheries Co., Ltd","101,1-11 Building 19, Block 18,188 West Road, South 4th Ring Road, Fengtai District, Beijing","YU DEHAI",Fiji,"YU DEHAI",Fiji,,https://vessel-register.ffa.int/sites/default/files/vsr_files/707%20top_0.jpg
"SHOEI MARU NO.7",Japan,1995,9120023,232,36969,JQTN,431700260,MG1-1917,Japan,Longline,24-Aug-2025,23-Aug-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,MG1-1917,KESENNUMA,410.00,Steel,"57.43 Metres",,"49.99 Metres","12.16 Knots",25,"NIIGATA 6M28HFT","321.89 Kilolitres",698.00,KW,569.55,"Metric Tonnes","Air Coils",R22,"2631.00 Kg",,,,,"KATSUKURA GYOGYO KABUSHIKI KAISHA","1-6-15,BENTENCHO, KESENNUMA-SHI, MIYAGI-KEN, JAPAN","Katsukura Gyogyo Kabushiki Kaisha","1-6-15, Bentencho
Kesennuma-Shi
MIYAGI 988-0036
Japan","Oikawa, Junichi",Japan,"Koichi Komatsu",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo%202-Shoei%207.jpg
"ZHONG SHUI 704",China,2008,8628949,4532,35743,BZZZ8,413343000,(LU)CHUANDENG(JI)(2022)FT-200052,China,Longline,24-Aug-2025,23-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200052,YANTAI,193.00,Steel,"32.70 Metres","32.70 Metres","36.60 Metres","9.00 Knots",13,,"81.43 Kilolitres",330.00,KW,162.90,"Cubic Metres","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC Overseas Fisheries Co., Ltd","No.31 Mingfeng Lane
Xidan Beijing
China","Gong Benli",China,"Gong Benli",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/704%20top_0.jpg
"ZHONG SHUI 708",China,2009,8628975,9595,35930,BZZR7,412320024,(LU)CHUANDENG(JI)(2022)FT-200056,China,Longline,24-Aug-2025,23-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200056,YANTAI,199.00,Steel,"37.60 Metres","32.50 Metres","33.76 Metres","10.50 Knots",13,Diesel,"76.81 Kilolitres",450.00,KW,200.68,"Cubic Metres","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC OVERSEAS FISHERIES CO.,LTD","101,1-11Building 19, Block 18
188 West Road, South 5th Ring Rd
Fengtai District,
 Beijing, China","Gao Yunxiang",China,"Gao Yunxiang",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/708%20top_0.jpg
"ZHONG SHUI 710",China,2009,8628999,9597,35932,BZZR9,412320026,(LU)CHUANDENG(JI)(2022)FT-200058,China,Longline,23-Aug-2025,22-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200058,YANTAI,199.00,Steel,"37.60 Metres","32.50 Metres","33.76 Metres","10.50 Knots",13,Diesel,"77.08 Kilolitres",330.00,KW,200.68,"Cubic Metres","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC OVERSEAS FISHERIES CO,.LTD","101,1-11Building 19, Block 18
188 West Road, South 5th Ring Rd
Fengtai District
Beijing, China","WANG JUN",China,"WANG JUN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/710%20top_0.jpg
"ZHONG SHUI 706",China,2008,8628963,4534,35745,BZZY3,413345000,(LU)CHUANDENG(JI)(2022)FT-200054,China,Longline,23-Aug-2025,22-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200054,YANTAI,193.00,Steel,"36.60 Metres","31.50 Metres","32.70 Metres","9.00 Knots",13,,"81.43 Kilolitres",330.00,KW,162.90,"Metric Tonnes","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC Overseas Fisheries Co., Ltd","No.31 Mingfeng Lane
Xidan Beijing
China","GUO MABAO",China,"GUO MABAO",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/706%20top_1.jpg
"SAN LAI FA NO.26",Taiwan,1999,8781222,3702,34257,BG4062,416127700,CT5-2062,Taiwan,Longline,23-Aug-2025,22-Aug-2026,Approved,"Good Standing Foreign","Global Fishery Limited (SI)","Authorised Agent",,CT5-2062,KAOHSIUNG,139.00,Fibreglass,"33.89 Metres",,"28.95 Metres","12.00 Knots",20,JAPAN/MITSUBISHI,"80.00 Kilolitres",939.50,HP,64.00,"Cubic Metres","Air Coils",R417A,"60.00 Kg","YUH YI NO.6",,,,"CHI, TIEN-I","P.O Box 1872
Honiara
Solomon Islands","GLOBAL FISHERY LIMITED","P.O Box 1872
Honiara
Solomon Islands","HWANG WEN SHIOW",Taiwan,"HWANG WEN SHIOW",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/1-3.Vessel%20Pictures_16.jpg
"WINFULL 36",China,2021,9939010,12149,37008,3DWU,520385000,005915,Fiji,Longline,23-Aug-2025,22-Aug-2026,Approved,"Good Standing Foreign","Wistar (Fiji) Pte Ltd","Authorised Agent",,005915,"SUVA MUA-I-WALU WHARF",70.00,Fibreglass,"23.80 Metres",,"23.80 Metres","8.00 Knots",11,"CUMMINS NTA855","16.00 Kilolitres",298.00,KW,24.00,"Metric Tonnes",Ice,R507A,"8.60 Kg",,,,,"GONEDAU ENTERPRISES PTE LTD","G.P.O BOX 13596","GONEDAU ENTERPRISES PTE LTD","G.P.O BOX  13596
WALU BAY
SUVA
FIJI","Soane Puamau",Fiji,"Soane Puamau",Fiji,,https://vessel-register.ffa.int/sites/default/files/vsr_files/WF36%20%283%29_0.jpg
"QUEEN EVELYN-101",Taiwan,1994,8747238,4028,32929,DUK-2237,548201400,12-0003554,Philippines,"Single Purse Seiner",23-Aug-2025,22-Aug-2026,Approved,"Good Standing Foreign","TSP Livestock & Development Corp",Owner,,12-0003554,"GENERAL SANTOS",1124.00,Steel,"70.26 Metres","60.66 Metres","60.66 Metres","15.60 Knots",42,AKASAKA,"485.00 Kilolitres",2386.28,KW,1595.39,"Cubic Metres",Brine,R22,"3000.00 Kg","WIN FAR NO. 606",NIL,,Taiwan,"TSP Livestock & Development Corp","Cabu Bawing
General Santos City
Philippines
1ST WHARF ROAD, PO BOX 543, 
WEWAK 531, EAST SEPIK PROVINCE,
ESP,531, PAPUA NEW GUINEA

SOUTH SEAS TUNA CORPORATION LIMITED","Dexter G Teng","Cabu Bawing
General Santos City
Philippines","AGUIRRE, ARNEL",Philippines,"YOHJI YOKOUCHI",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/TOP%20VIEW%20-%20QUEEN%20EVELYN%20-%20101_0.jpg
"ROSITA C",Spain,2000,9210969,5285,34708,EAHJ,224523000,ESP000024775,Spain,"Single Purse Seiner",23-Aug-2025,22-Aug-2026,Approved,"Good Standing Foreign",O.P.A.G.A.C.,"Authorised Agent",,ESP000024775,BERMEO,2501.88,Steel,"84.10 Metres","84.10 Metres",,"14.00 Knots",27,MAK-6M552C,"238.00 Kilolitres",4880.00,HP,2079.00,"Cubic Metres",Brine,AMMONIA,"0.50 Kg",,,3B12400,,"Atunera Dularra, S.L.","Parque Científico y Tecnológico de Vizcaya Laidea Bidea. Edif 407 – 2ª plt
48170 | Zamudio
España","ATUNERA DULARRA, S.L","Parque Científico y Tecnológico de
Vizcaya Laidea Bidea.
Edif 407 – 2ª plt 48170 |
Zamudio España","Xabier Ajuria Etxabe",Spain,"Xabier Ajuria Etxabe",Spain,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Rosita%20C%20-%20Photos%20%281%29_0.jpg
"ZHONG SHUI 709",China,2009,8628987,9596,35934,BZZR8,412320025,(LU)CHUANDENG(JI)(2022)FT-200057,China,Longline,22-Aug-2025,21-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200057,YANTAI,199.00,Steel,"33.76 Metres","32.50 Metres","33.76 Metres","10.50 Knots",13,Diesel,"77.08 Kilolitres",330.00,KW,200.68,"Cubic Metres","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC OVERSEAS FISHERIES CO,.LTD","101,1-11Building 19, Block 18,
188 West Road, South 5th Ring Rd
Fengtai District
Beijing, China","Qin Zhichang",China,"Qin Zhichang",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/709%20top_0.jpg
"TUNA STAR",Japan,1989,8909367,415,36671,YJUR2,577322000,2389,Vanuatu,Longline,21-Aug-2025,20-Aug-2026,Approved,"Good Standing Foreign","Ming Dar Fishery Co., Ltd","Authorised Agent",,2389,"PORT VILA",618.00,Steel,"57.75 Metres","49.81 Metres","49.81 Metres","11.00 Knots",25,"NIIGATA 6M28HFT","369.74 Kilolitres",1000.00,PS,575.92,"Cubic Metres","Air Coils",R22,"800.00 Kg","KOYU NO.3",S7UY,50213,Seychelles,"S. F. OCEAN ENTERPRISE CO., LTD.","NO.39, YU KANG SOUTH 1ST ROAD, CHIEN CHEN DISTRICT KAOHSIUNG CITY TAIWAN","S. F. OCEAN ENTERPRISE CO., LTD.","NO.39, YU KANG SOUTH 1ST ROAD
CHIEN CHEN DISTRICT
KAOHSIUNG CITY
TAIWAN","Hsu, Chi-Hsin",Taiwan,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/TUNA%20STAR-deck.jpeg
"FENGYUH NO. 6",China,2010,8628456,9773,36019,3DWF,520171000,000825,Fiji,Longline,20-Aug-2025,19-Aug-2026,Approved,"Good Standing Foreign","Feng Yuh Fisheries PTE Ltd",Owner,,000825,"SUVA PRINCESS WHARF",193.00,Steel,"36.60 Metres","31.50 Metres","36.60 Metres","10.00 Knots",14,LUOCAL,"80.00 Kilolitres",382.00,KW,95.00,"Metric Tonnes","Air Coils",R22,"95000.00 Kg",,,,,"Feng Yuh Fisheries Pte Limited","P.O.BOX 11887
Suva
Fiji","Feng Yuh Fisheries Pte Limited","P.O.BOX 11887
Suva
Fiji","Pang Changhua",China,"Pang Changhua",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/pictures%20Feng%20Yuh%20%23%206.jpg
"SUNSHINE NO.16",China,2007,8748919,9030,35598,3DZF,520137000,000576,Fiji,Longline,20-Aug-2025,19-Aug-2026,Approved,"Good Standing Foreign","Sunshine Fisheries Pte Ltd",Owner,,000576,"SUVA MUA-I-WALU WHARF",191.00,Steel,"36.60 Metres","31.50 Metres","36.60 Metres","10.00 Knots",13,WEICHAI,"70.00 Kilolitres",456.00,KW,70.00,"Metric Tonnes","Air Coils",R22,"181.00 Kg","Rituna No. 1",3DZF,000576,Fiji,"Sunshine Fisheries Pte. Ltd.","P. O. BOX 16386, SUVA, FIJI","SUNSHINE FISHERIES PTE LTD","P. O. BOX 16386,
SUVA
FIJI","Zhao Changcheng",China,"Zhao Changcheng",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Sunshine%2016-2_1.jpg
"CHIEN CHANG NO.226",Taiwan,2000,9223576,3989,35268,BI2524,416342000,CT7-0524,Taiwan,Longline,19-Aug-2025,18-Aug-2026,Approved,"Good Standing Foreign","Ming Dar Fishery Co., Ltd","Authorised Agent",,CT7-0524,KAOHSIUNG,534.00,Steel,"56.49 Metres","48.62 Metres","48.62 Metres","12.00 Knots",36,S27G,"510.00 Kilolitres",1400.00,PS,662.00,"Cubic Metres","Air Coils",R22,"3500.00 Kg",,,,,"CHIEN CHANG OCEAN ENTERPRISE CO., LTD.","No.48, Yanping Street
Gushan District
Kaohsiung City
Taiwan","CHIEN CHANG OCEAN ENTERPRISE CO., LTD.","No.48, Yanping Street
Gushan District
Kaohsiung City
Taiwan","HSU, CHIN-CHI",Taiwan,"HSU, CHIN-CHI",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E7%94%B2%E6%9D%BF-114%E5%B9%B48%E6%9C%88FFA.jpg
"SEITA MARU",Japan,2021,9920435,12118,37046,3E3457,352001197,53828-23-B,Panama,"Fish Carrier/Reefer",19-Aug-2025,18-Aug-2026,Approved,"Good Standing Foreign","Koo's Fishing Company Ltd","Authorised Agent",,53828-23-B,PANAMA,4992.00,Steel,"108.46 Metres",,,"16.00 Knots",25,"Makita-Mitsui.Man B&W D.E 6L35MC6.1","590.00 Kilolitres",3900.00,KW,5805.40,"Cubic Metres","Air Coils",R410a,"1050.00 Kg",,,,,"Johnson Chuang","4F, No. 168, Song-jiang Rd., Zhong-shan Dist., Taipei City 104486, Taiwan (R.O.C.)","Seita Shipping Company S.A","4F, No.168, Song Jiang Road
Chuang-Shan District
TAIPEI
Taiwan","HUANG, SZU-CHENG",Taiwan,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/PH-2%20VSL%20PHOTO_0.jpg
"YI SIANG NO.168",Taiwan,2022,1015002,12185,37115,BG3862,416009377,CT5-1862,Taiwan,Longline,18-Aug-2025,17-Aug-2026,Approved,"Good Standing Foreign","Tri Marine Taiwan Office","Charterer / Operator",,CT5-1862,KAOHSIUNG,197.00,Fibreglass,"33.00 Metres","25.30 Metres","28.80 Metres","8.50 Knots",16,Mitsubishi,"63118.00 Kilolitres",939.50,HP,298.88,"Cubic Metres","Air Coils",R22,"850.00 Kg",,,,,"TSENG CHUN-TANG","NO.235 YIREN RD., XINYUAN TOWNSHIP . PINGTUNG COUNTY, 932012 TAIWAN","TSENG CHUN-TANG","NO.235 YIREN RD., XINYUAN TOWNSHIP 
PINGTUNG COUNTY, 932012 
TAIWAN","HONG ZONG WEN",China,"HONG ZONG WEN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E5%84%84%E7%A5%A5168%E8%99%9F-%E8%88%B9%E7%85%A7-4-112.5.29_0.jpg
DONGYU1521,China,2006,8683145,5941,35758,BZ6UM,412421095,(ZHE)CHUANDENG(JI)(2022)FT-200138,China,Longline,17-Aug-2025,16-Aug-2026,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,(ZHE)CHUANDENG(JI)(2022)FT-200138,ZHOUSHAN,646.00,Steel,"48.70 Metres",,,"11.00 Knots",29,6M26AFTE,"150.00 Kilolitres",735.00,KW,522.34,"Cubic Metres","Air Coils",R22,"2000.00 Kg",,,,,"ZHEJIANG XINGPENG OCEAN FISHERY CO.,LTD","ROOM 503,5F,BUILDING 1, XINGYE ROAD, GANLAN TOWN, DINGHAI, ZHOUSHAN，ZHEJIANG,CHINA","ZHEJIANG XINGPENG OCEAN FISHERY CO.,LTD","ROOM 503, 5F,BUILDING 1
XINGYE ROAD, GANLAN TOWN
DINGHAI, ZHOUSHAN
ZHEJIANG, CHINA","ZHANG QI",China,"ZHANG QI",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/DONGYU%201521%20Recent%20plan-view%20vessel%20photo.jpg
FANECA,Japan,1973,8347870,1156,37110,DUG9029,8347870,00002109,Philippines,Search/Anchor/Light,17-Aug-2025,16-Aug-2026,Approved,"Good Standing Foreign","STARCKI VENTURES CORPORATION",Owner,,00002109,MANILA,32.45,Steel,"24.34 Metres",,"24.34 Metres","9.00 Knots",6,CUMMINS,"46.62 Kilolitres",361.00,HP,,"Cubic Metres",,"R12 (Freon)","0.00 Kg",SILVERLAX,DUG-9029,CEB1001280,Japan,"Starcki Ventures Corporation","Sitio Cabu, Bawing General Santos City.

Philippines","INTERNATIONAL FOOD CORPORATION","P.O BOX 1334
LAE, 
411 MOROBE PROVINCE 
PAPUA NEW GUINEA","JOSIAH SEDURANTE",Philippines,"JOSIAH SEDURANTE",Philippines,,https://vessel-register.ffa.int/sites/default/files/vsr_files/FANECA-TOPVIEW.jpg
"STARCKI CINCO",Japan,1977,8434635,11486,37108,DUG9045,0,00-0002110,Philippines,Search/Anchor/Light,17-Aug-2025,16-Aug-2026,Approved,"Good Standing Foreign","STARCKI VENTURES CORPORATION",Owner,,00-0002110,MANILA,30.85,Steel,"24.46 Metres",,"24.46 Metres","9.00 Knots",6,CUMMINS,"46.62 Kilolitres",261.00,KW,,"Cubic Metres",,"R12 (Freon)","0.00 Kg","OSTRICA; WEEVER",DUG-9045,,Philippines,"Starcki Ventures Corporation","Sitio Cabu, Bawing General Santos City.

Philippines","INTERNATIONAL FOOD CORPORATION","P.O BOX 1334
LAE, 411
MOROBE PROVINCE 
PAPUA NEW GUINEA","SAMUEL BANTUGAN",Philippines,"SAMUEL BANTUGAN",Philippines,,https://vessel-register.ffa.int/sites/default/files/vsr_files/STARCKI%205-%20TOPDECK.jpg
"HUA NAN YU 738",China,2013,9707601,10705,36480,BZXD37,412460112,(YUE)CHUANDENG(JI)(2022)FT200048,China,Longline,17-Aug-2025,16-Aug-2026,Approved,"Good Standing Foreign","China Southern Fishery (Shenzhen) Co., Ltd",Owner,,(YUE)CHUANDENG(JI)(2022)FT200048,SHEKOU,296.00,Steel,"38.15 Metres",,"38.15 Metres","11.50 Knots",18,KT38-M,"136.27 Kilolitres",596.00,KW,120.00,"Metric Tonnes","Air Coils",R507A,"1200.00 Kg",,,,,"China Southern Fishery (Shenzhen) Co., Ltd","4205A Landmark Tower，4028 Jintian
Road,Futian District, Shenzhen, China","China Southern Fishery (Shenzhen) Co., Ltd","4205A Landmark Tower
4028 Jintian
Road, Futian District,
Shenzhen, China","Qian Wenbei",China,"Qian Wenbei",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/HNY738-T.jpg
SQUALUS,Japan,1977,8560616,1155,37109,DUG2178,8560616,00-0001901,Philippines,Search/Anchor/Light,17-Aug-2025,16-Aug-2026,Approved,"Good Standing Foreign","STARCKI VENTURES CORPORATION",Owner,,00-0001901,"GENERAL SANTOS",29.91,Steel,"24.46 Metres",,"24.46 Metres","9.00 Knots",6,CUMMINS,"27.70 Kilolitres",261.00,KW,,"Cubic Metres",,"R12 (Freon)","0.00 Kg",SPARUS,DUG-2178,MNLDO07597,Japan,"Starcki Ventures Corporation","Sitio Cabu, Bawing General Santos City.

Philippines","INTERNATIONAL FOOD CORPORATION","P.O BOX 1334
LAE
411 MOROBE PROVINCE
PAPUA NEW GUINEA","MANUEL BARBON",Philippines,"MANUEL BARBON",Philippines,,https://vessel-register.ffa.int/sites/default/files/vsr_files/SQUALUS-TOPDECK.jpg
"ZHONG SHUI 702",China,2008,8628913,4530,35733,BZZZ6,413341000,(LU)CHUANDENG(JI)(2022)FT-200050,China,Longline,16-Aug-2025,15-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200050,YANTAI,193.00,Steel,"36.60 Metres","31.50 Metres","32.70 Metres","9.00 Knots",13,,"81.43 Kilolitres",330.00,KW,162.90,"Metric Tonnes","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC Overseas Fisheries Co., Ltd","No.31 Mingfeng Lane
Xidan Beijing
China","Xu Guan",China,"Xu Guan",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/702%20top.jpg
"ZHONG SHUI 701",China,2008,8628901,4529,35732,BZZZ5,413340000,(LU)CHUANDENG(JI)(2022)FT-200049,China,Longline,16-Aug-2025,15-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200049,YANTAI,193.00,Steel,"36.60 Metres","31.50 Metres","32.70 Metres","9.00 Knots",13,,"81.43 Kilolitres",330.00,KW,162.90,"Metric Tonnes","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC Overseas Fisheries Co., Ltd","No.31 Mingfeng Lane
Xidan Beijing
China","Wang Shengyou",China,"Wang Shengyou",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/701%20planview.jpg
"ZHONG SHUI 703",China,2008,8628925,4531,35742,BZZZ7,413342000,(LU)CHUANDENG(JI)(2022)FT-200051,China,Longline,16-Aug-2025,15-Aug-2026,Approved,"Good Standing Foreign","Seafresh (Fiji) Pte Ltd",Owner,,(LU)CHUANDENG(JI)(2022)FT-200051,YANTAI,193.00,Steel,"36.60 Metres","31.50 Metres","32.70 Metres","9.00 Knots",13,,"81.43 Kilolitres",330.00,KW,174.10,"Metric Tonnes","Air Coils",R22,"330.00 Kg",,,,,"Seafresh (Fiji) Pte Ltd","Lot 2 Wailada Lami
Phone :3363928
Mobile :9995229","CNFC Overseas Fisheries Co., Ltd","No.31 Mingfeng Lane
Xidan Beijing
China","Li Zhike",China,"Li Zhike",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/703%20top.jpg
"ANGEL 101",Singapore,1995,9101455,9822,36059,YJTB2,577641000,2721,Vanuatu,Bunker,15-Aug-2025,14-Aug-2026,Approved,"Good Standing Foreign","Union Petrochemical (HK) Co. Ltd",Owner,,2721,"PORT VILA",4974.00,Steel,"104.01 Metres",,"104.01 Metres","10.50 Knots",18,"HANSHIN  6LF46A","495.70 Kilolitres",2942.00,KW,,"Cubic Metres",,,,,,,,"Winson Sea Bunker Co., Limited","Clarence Thomas Building, P.O. Box 4649, Road Town, Tortola, British Virgin Islands","Winson Sea Bunker Co., Limited","Clarence Thomas Building
P.O. Box 4649, Road Town
Tortola, British Virgin Islands","LIM BYEONG GAK","Korea, Republic of",,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/07_ANGEL%20101%20-%20CALL%20SIGN.jpg
"ZHOU YUAN YU 2606",China,2018,9861433,11703,36831,BZUR4,412421188,(ZHE)CHUANDENG(JI)(2023)FT-200108(HAO),China,Longline,15-Aug-2025,14-Aug-2026,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,(ZHE)CHUANDENG(JI)(2023)FT-200108(HAO),ZHOUSHAN,455.00,Steel,"41.00 Metres",,,"11.00 Knots",20,6210ZLC-21,"165.00 Kilolitres",882.00,KW,370.71,"Cubic Metres","Air Coils",R22,"2000.00 Kg",,,,,"Zhoushan Haihong Ocean Fisheries Co.,Ltd","No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province","ZHOUSHAN HAIHONG OCEAN FISHERIES CO.,LTD","No.1-3 Shanghui Road
 Ganlan Town, Dinghai District
Zhoushan City, Zhejiang Province
China","LI RUI CHENG",China,"LI RUI CHENG",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/ZHOUYUANYU%202606%20Plan%20view.jpg
